Sample_Name,Collection_Date,Lake,Layer,Accession_Number,subproject
MAE13SEP05,9/13/2005,Mary Lake,Epilimnion,ERP016854,Earth Microbiome Project
MAE15AUG08,8/15/2008,Mary Lake,Epilimnion,ERP016854,Earth Microbiome Project
MAE15JUN05,6/15/2005,Mary Lake,Epilimnion,ERP016854,Earth Microbiome Project
MAE15OCT07.R1,10/15/2007,Mary Lake,Epilimnion,ERP016854,Earth Microbiome Project
MAE15OCT07.R2,10/15/2007,Mary Lake,Epilimnion,ERP016854,Earth Microbiome Project
MAE16JUL07.R1,7/16/2007,Mary Lake,Epilimnion,ERP016854,Earth Microbiome Project
MAE16JUL07.R2,7/16/2007,Mary Lake,Epilimnion,ERP016854,Earth Microbiome Project
MAE17JUL07.R1,7/17/2007,Mary Lake,Epilimnion,ERP016854,Earth Microbiome Project
MAE17JUL07.R2,7/17/2007,Mary Lake,Epilimnion,ERP016854,Earth Microbiome Project
MAE18AUG05,8/18/2005,Mary Lake,Epilimnion,ERP016854,Earth Microbiome Project
MAE18SEP07.R1,9/18/2007,Mary Lake,Epilimnion,ERP016854,Earth Microbiome Project
MAE18SEP07.R2,9/18/2007,Mary Lake,Epilimnion,ERP016854,Earth Microbiome Project
MAE19AUG08,8/19/2008,Mary Lake,Epilimnion,ERP016854,Earth Microbiome Project
MAE19JUN08,6/19/2008,Mary Lake,Epilimnion,ERP016854,Earth Microbiome Project
MAE20JUL05,7/20/2005,Mary Lake,Epilimnion,ERP016854,Earth Microbiome Project
MAE20JUL07.R1,7/20/2007,Mary Lake,Epilimnion,ERP016854,Earth Microbiome Project
MAE20JUL07.R2,7/20/2007,Mary Lake,Epilimnion,ERP016854,Earth Microbiome Project
MAE20SEP05,9/20/2005,Mary Lake,Epilimnion,ERP016854,Earth Microbiome Project
MAE20SEP08,9/20/2008,Mary Lake,Epilimnion,ERP016854,Earth Microbiome Project
MAE22AUG07.R1,8/22/2007,Mary Lake,Epilimnion,ERP016854,Earth Microbiome Project
MAE22AUG07.R2,8/22/2007,Mary Lake,Epilimnion,ERP016854,Earth Microbiome Project
MAE22JUN05,6/22/2005,Mary Lake,Epilimnion,ERP016854,Earth Microbiome Project
MAE22MAY08,5/22/2008,Mary Lake,Epilimnion,ERP016854,Earth Microbiome Project
MAE23JUL07.R1,7/23/2007,Mary Lake,Epilimnion,ERP016854,Earth Microbiome Project
MAE23JUL07.R2,7/23/2007,Mary Lake,Epilimnion,ERP016854,Earth Microbiome Project
MAE23OCT07.R1,10/23/2007,Mary Lake,Epilimnion,ERP016854,Earth Microbiome Project
MAE23OCT07.R2,10/23/2007,Mary Lake,Epilimnion,ERP016854,Earth Microbiome Project
MAE24AUG05,8/24/2005,Mary Lake,Epilimnion,ERP016854,Earth Microbiome Project
MAE24AUG07.R1,8/24/2007,Mary Lake,Epilimnion,ERP016854,Earth Microbiome Project
MAE24AUG07.R2,8/24/2007,Mary Lake,Epilimnion,ERP016854,Earth Microbiome Project
MAE24SEP07.R1,9/24/2007,Mary Lake,Epilimnion,ERP016854,Earth Microbiome Project
MAE24SEP07.R2,9/24/2007,Mary Lake,Epilimnion,ERP016854,Earth Microbiome Project
MAE25AUG08,8/25/2008,Mary Lake,Epilimnion,ERP016854,Earth Microbiome Project
MAE25SEP05,9/25/2005,Mary Lake,Epilimnion,ERP016854,Earth Microbiome Project
MAE26JUL07.R1,7/26/2007,Mary Lake,Epilimnion,ERP016854,Earth Microbiome Project
MAE26JUL07.R2,7/26/2007,Mary Lake,Epilimnion,ERP016854,Earth Microbiome Project
MAE26JUN07.R1,6/26/2007,Mary Lake,Epilimnion,ERP016854,Earth Microbiome Project
MAE26JUN07.R2,6/26/2007,Mary Lake,Epilimnion,ERP016854,Earth Microbiome Project
MAE27AUG07.R1,8/27/2007,Mary Lake,Epilimnion,ERP016854,Earth Microbiome Project
MAE27AUG07.R2,8/27/2007,Mary Lake,Epilimnion,ERP016854,Earth Microbiome Project
MAE27JUL05,7/27/2005,Mary Lake,Epilimnion,ERP016854,Earth Microbiome Project
MAE28JUN07.R1,6/28/2007,Mary Lake,Epilimnion,ERP016854,Earth Microbiome Project
MAE28JUN07.R2,6/28/2007,Mary Lake,Epilimnion,ERP016854,Earth Microbiome Project
MAE29JUL08,7/29/2008,Mary Lake,Epilimnion,ERP016854,Earth Microbiome Project
MAE29JUN05,6/29/2005,Mary Lake,Epilimnion,ERP016854,Earth Microbiome Project
MAE30AUG05,8/30/2005,Mary Lake,Epilimnion,ERP016854,Earth Microbiome Project
MAE30JUL07.R1,7/30/2007,Mary Lake,Epilimnion,ERP016854,Earth Microbiome Project
MAE30JUL07.R2,7/30/2007,Mary Lake,Epilimnion,ERP016854,Earth Microbiome Project
MAH01AUG07.R1,8/1/2007,Mary Lake,Hypolimnion,ERP016854,Earth Microbiome Project
MAH01AUG07.R2,8/1/2007,Mary Lake,Hypolimnion,ERP016854,Earth Microbiome Project
MAH01JUN05,6/1/2005,Mary Lake,Hypolimnion,ERP016854,Earth Microbiome Project
MAH01JUN07.R1,6/1/2007,Mary Lake,Hypolimnion,ERP016854,Earth Microbiome Project
MAH01JUN07.R2,6/1/2007,Mary Lake,Hypolimnion,ERP016854,Earth Microbiome Project
MAH01MAY08,5/1/2008,Mary Lake,Hypolimnion,ERP016854,Earth Microbiome Project
MAH01NOV08,11/1/2008,Mary Lake,Hypolimnion,ERP016854,Earth Microbiome Project
MAH01OCT07.R1,10/1/2007,Mary Lake,Hypolimnion,ERP016854,Earth Microbiome Project
MAH01OCT07.R2,10/1/2007,Mary Lake,Hypolimnion,ERP016854,Earth Microbiome Project
MAH03AUG05,8/3/2005,Mary Lake,Hypolimnion,ERP016854,Earth Microbiome Project
MAH04JUL07.R1,7/4/2007,Mary Lake,Hypolimnion,ERP016854,Earth Microbiome Project
MAH04JUL07.R2,7/4/2007,Mary Lake,Hypolimnion,ERP016854,Earth Microbiome Project
MAH04OCT05,10/4/2005,Mary Lake,Hypolimnion,ERP016854,Earth Microbiome Project
MAH05NOV07.R1,11/5/2007,Mary Lake,Hypolimnion,ERP016854,Earth Microbiome Project
MAH05NOV07.R2,11/5/2007,Mary Lake,Hypolimnion,ERP016854,Earth Microbiome Project
MAH05OCT08,10/5/2008,Mary Lake,Hypolimnion,ERP016854,Earth Microbiome Project
MAH05SEP05,9/5/2005,Mary Lake,Hypolimnion,ERP016854,Earth Microbiome Project
MAH06JUL05,7/6/2005,Mary Lake,Hypolimnion,ERP016854,Earth Microbiome Project
MAH08AUG07.R1,8/8/2007,Mary Lake,Hypolimnion,ERP016854,Earth Microbiome Project
MAH08AUG07.R2,8/8/2007,Mary Lake,Hypolimnion,ERP016854,Earth Microbiome Project
MAH08JUN05,6/8/2005,Mary Lake,Hypolimnion,ERP016854,Earth Microbiome Project
MAH08SEP08,9/8/2008,Mary Lake,Hypolimnion,ERP016854,Earth Microbiome Project
MAH09JUL07.R1,7/9/2007,Mary Lake,Hypolimnion,ERP016854,Earth Microbiome Project
MAH09JUL07.R2,7/9/2007,Mary Lake,Hypolimnion,ERP016854,Earth Microbiome Project
MAH09JUN08,6/9/2008,Mary Lake,Hypolimnion,ERP016854,Earth Microbiome Project
MAH09OCT05,10/9/2005,Mary Lake,Hypolimnion,ERP016854,Earth Microbiome Project
MAH09OCT08,10/9/2008,Mary Lake,Hypolimnion,ERP016854,Earth Microbiome Project
MAH10AUG07.R1,8/10/2007,Mary Lake,Hypolimnion,ERP016854,Earth Microbiome Project
MAH10AUG07.R2,8/10/2007,Mary Lake,Hypolimnion,ERP016854,Earth Microbiome Project
MAH11AUG05,8/11/2005,Mary Lake,Hypolimnion,ERP016854,Earth Microbiome Project
MAH11SEP07.R1,9/11/2007,Mary Lake,Hypolimnion,ERP016854,Earth Microbiome Project
MAH11SEP07.R2,9/11/2007,Mary Lake,Hypolimnion,ERP016854,Earth Microbiome Project
MAH12AUG08,8/12/2008,Mary Lake,Hypolimnion,ERP016854,Earth Microbiome Project
MAH12JUL07.R1,7/12/2007,Mary Lake,Hypolimnion,ERP016854,Earth Microbiome Project
MAH12JUL07.R2,7/12/2007,Mary Lake,Hypolimnion,ERP016854,Earth Microbiome Project
MAH13JUL05,7/13/2005,Mary Lake,Hypolimnion,ERP016854,Earth Microbiome Project
MAH13JUN08,6/13/2008,Mary Lake,Hypolimnion,ERP016854,Earth Microbiome Project
MAH13SEP05,9/13/2005,Mary Lake,Hypolimnion,ERP016854,Earth Microbiome Project
MAH15AUG08,8/15/2008,Mary Lake,Hypolimnion,ERP016854,Earth Microbiome Project
MAH15JUN05,6/15/2005,Mary Lake,Hypolimnion,ERP016854,Earth Microbiome Project
MAH15OCT07.R1,10/15/2007,Mary Lake,Hypolimnion,ERP016854,Earth Microbiome Project
MAH15OCT07.R2,10/15/2007,Mary Lake,Hypolimnion,ERP016854,Earth Microbiome Project
MAH16JUL07.R1,7/16/2007,Mary Lake,Hypolimnion,ERP016854,Earth Microbiome Project
MAH16JUL07.R2,7/16/2007,Mary Lake,Hypolimnion,ERP016854,Earth Microbiome Project
MAH18AUG05,8/18/2005,Mary Lake,Hypolimnion,ERP016854,Earth Microbiome Project
MAH18JUL08,7/18/2008,Mary Lake,Hypolimnion,ERP016854,Earth Microbiome Project
MAH18SEP07.R1,9/18/2007,Mary Lake,Hypolimnion,ERP016854,Earth Microbiome Project
MAH18SEP07.R2,9/18/2007,Mary Lake,Hypolimnion,ERP016854,Earth Microbiome Project
MAH20JUL05,7/20/2005,Mary Lake,Hypolimnion,ERP016854,Earth Microbiome Project
MAH20JUL07.R1,7/20/2007,Mary Lake,Hypolimnion,ERP016854,Earth Microbiome Project
MAH20JUL07.R2,7/20/2007,Mary Lake,Hypolimnion,ERP016854,Earth Microbiome Project
MAH20JUN07.R1,6/20/2007,Mary Lake,Hypolimnion,ERP016854,Earth Microbiome Project
MAH20JUN07.R2,6/20/2007,Mary Lake,Hypolimnion,ERP016854,Earth Microbiome Project
MAH20SEP05,9/20/2005,Mary Lake,Hypolimnion,ERP016854,Earth Microbiome Project
MAH20SEP08,9/20/2008,Mary Lake,Hypolimnion,ERP016854,Earth Microbiome Project
MAH21AUG08,8/21/2008,Mary Lake,Hypolimnion,ERP016854,Earth Microbiome Project
MAH22AUG07.R1,8/22/2007,Mary Lake,Hypolimnion,ERP016854,Earth Microbiome Project
MAH22AUG07.R2,8/22/2007,Mary Lake,Hypolimnion,ERP016854,Earth Microbiome Project
MAH22JUL08,7/22/2008,Mary Lake,Hypolimnion,ERP016854,Earth Microbiome Project
MAH22JUN05,6/22/2005,Mary Lake,Hypolimnion,ERP016854,Earth Microbiome Project
MAH23JUL07.R1,7/23/2007,Mary Lake,Hypolimnion,ERP016854,Earth Microbiome Project
MAH23JUL07.R2,7/23/2007,Mary Lake,Hypolimnion,ERP016854,Earth Microbiome Project
MAH23OCT07.R1,10/23/2007,Mary Lake,Hypolimnion,ERP016854,Earth Microbiome Project
MAH23OCT07.R2,10/23/2007,Mary Lake,Hypolimnion,ERP016854,Earth Microbiome Project
MAH24AUG05,8/24/2005,Mary Lake,Hypolimnion,ERP016854,Earth Microbiome Project
MAH24AUG07.R1,8/24/2007,Mary Lake,Hypolimnion,ERP016854,Earth Microbiome Project
MAH24AUG07.R2,8/24/2007,Mary Lake,Hypolimnion,ERP016854,Earth Microbiome Project
MAH24JUN08,6/24/2008,Mary Lake,Hypolimnion,ERP016854,Earth Microbiome Project
MAH24SEP07.R1,9/24/2007,Mary Lake,Hypolimnion,ERP016854,Earth Microbiome Project
MAH24SEP07.R2,9/24/2007,Mary Lake,Hypolimnion,ERP016854,Earth Microbiome Project
MAH25SEP05,9/25/2005,Mary Lake,Hypolimnion,ERP016854,Earth Microbiome Project
MAH26JUL07.R1,7/26/2007,Mary Lake,Hypolimnion,ERP016854,Earth Microbiome Project
MAH26JUL07.R2,7/26/2007,Mary Lake,Hypolimnion,ERP016854,Earth Microbiome Project
MAH26JUN07.R1,6/26/2007,Mary Lake,Hypolimnion,ERP016854,Earth Microbiome Project
MAH26JUN07.R2,6/26/2007,Mary Lake,Hypolimnion,ERP016854,Earth Microbiome Project
MAH26MAY08,5/26/2008,Mary Lake,Hypolimnion,ERP016854,Earth Microbiome Project
MAH27AUG07.R1,8/27/2007,Mary Lake,Hypolimnion,ERP016854,Earth Microbiome Project
MAH27AUG07.R2,8/27/2007,Mary Lake,Hypolimnion,ERP016854,Earth Microbiome Project
MAH27JUL05,7/27/2005,Mary Lake,Hypolimnion,ERP016854,Earth Microbiome Project
MAH28JUN07.R1,6/28/2007,Mary Lake,Hypolimnion,ERP016854,Earth Microbiome Project
MAH28JUN07.R2,6/28/2007,Mary Lake,Hypolimnion,ERP016854,Earth Microbiome Project
MAH28SEP08,9/28/2008,Mary Lake,Hypolimnion,ERP016854,Earth Microbiome Project
MAH29JUL08,7/29/2008,Mary Lake,Hypolimnion,ERP016854,Earth Microbiome Project
MAH29JUN05,6/29/2005,Mary Lake,Hypolimnion,ERP016854,Earth Microbiome Project
MAH30AUG05,8/30/2005,Mary Lake,Hypolimnion,ERP016854,Earth Microbiome Project
MAH30JUL07.R1,7/30/2007,Mary Lake,Hypolimnion,ERP016854,Earth Microbiome Project
MAH30JUL07.R2,7/30/2007,Mary Lake,Hypolimnion,ERP016854,Earth Microbiome Project
NSE01MAY08,5/1/2008,North Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
NSH01MAY08,5/1/2008,North Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
NSE01NOV08,11/1/2008,North Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
NSH01NOV08,11/1/2008,North Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
NSE02JUN08,6/2/2008,North Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
NSH02JUN08,6/2/2008,North Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
NSE03JUL08.R1,7/3/2008,North Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
NSE03JUL08.R2,7/3/2008,North Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
NSH03JUL08.R1,7/3/2008,North Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
NSH03JUL08.R2,7/3/2008,North Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
NSE03MAY08,5/3/2008,North Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
NSH03MAY08,5/3/2008,North Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
NSE04AUG08,8/4/2008,North Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
NSH04AUG08,8/4/2008,North Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
NSE04MAY08,5/4/2008,North Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
NSH04MAY08,5/4/2008,North Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
NSE04OCT08,10/4/2008,North Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
NSH04OCT08,10/4/2008,North Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
NSE05JUN08,6/5/2008,North Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
NSH05JUN08,6/5/2008,North Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
NSE05MAY08,5/5/2008,North Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
NSH05MAY08,5/5/2008,North Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
NSU06APR08,4/6/2008,North Sparkling Bog,Unknown,ERP016854,Earth Microbiome Project
NSE06APR08,4/6/2008,North Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
NSH06APR08,4/6/2008,North Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
NSE07JUL08,7/7/2008,North Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
NSH07JUL08,7/7/2008,North Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
NSE09JUN08,6/9/2008,North Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
NSH09JUN08,6/9/2008,North Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
NSE09OCT08,10/9/2008,North Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
NSH09OCT08,10/9/2008,North Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
NSE09SEP08,9/9/2008,North Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
NSH09SEP08,9/9/2008,North Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
NSE10JUL08,7/10/2008,North Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
NSH10JUL08,7/10/2008,North Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
NSE11AUG08,8/11/2008,North Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
NSH11AUG08,8/11/2008,North Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
NSE11JUL08,7/11/2008,North Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
NSH11JUL08,7/11/2008,North Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
NSH12JUL08,7/12/2008,North Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
NSE13JUL08,7/13/2008,North Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
NSH13JUL08,7/13/2008,North Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
NSE14AUG08,8/14/2008,North Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
NSH14AUG08,8/14/2008,North Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
NSE14JUL08,7/14/2008,North Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
NSH14JUL08,7/14/2008,North Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
NSE15JUL08,7/15/2008,North Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
NSH15JUL08,7/15/2008,North Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
NSE15SEP08,9/15/2008,North Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
NSH15SEP08,9/15/2008,North Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
NSE16JUL08,7/16/2008,North Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
NSH16JUL08,7/16/2008,North Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
NSE17JUL08,7/17/2008,North Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
NSH17JUL08,7/17/2008,North Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
NSE17JUN08,6/17/2008,North Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
NSH17JUN08,6/17/2008,North Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
NSE18AUG08,8/18/2008,North Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
NSH18AUG08,8/18/2008,North Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
NSE18JUL08,7/18/2008,North Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
NSH18JUL08,7/18/2008,North Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
NSE18OCT08,10/18/2008,North Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
NSH18OCT08,10/18/2008,North Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
NSH19JUL08,7/19/2008,North Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
NSE19JUL08,7/19/2008,North Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
NSE20JUL08,7/20/2008,North Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
NSH20JUL08,7/20/2008,North Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
NSH21AUG08,8/21/2008,North Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
NSE21JUL08,7/21/2008,North Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
NSH21JUL08,7/21/2008,North Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
NSE21MAY08,5/21/2008,North Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
NSH21MAY08,5/21/2008,North Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
NSE21SEP08,9/21/2008,North Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
NSH21SEP08,9/21/2008,North Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
NSE22JUL08,7/22/2008,North Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
NSH22JUL08,7/22/2008,North Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
NSE23JUL08,7/23/2008,North Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
NSH23JUL08,7/23/2008,North Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
NSE23JUN08,6/23/2008,North Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
NSH23JUN08,6/23/2008,North Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
NSH23MAY08,5/23/2008,North Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
NSH23OCT08,10/23/2008,North Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
NSE24JUL08,7/24/2008,North Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
NSH24JUL08,7/24/2008,North Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
NSE24MAR08,3/24/2008,North Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
NSH24MAR08,3/24/2008,North Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
NSE26AUG08,8/26/2008,North Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
NSH26AUG08,8/26/2008,North Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
NSE26JUN08,6/26/2008,North Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
NSH26JUN08,6/26/2008,North Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
NSH27SEP08,9/27/2008,North Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
NSH28JUL08,7/28/2008,North Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
NSE28MAY08,5/28/2008,North Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
NSH28MAY08,5/28/2008,North Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
NSU29APR08.R1,4/29/2008,North Sparkling Bog,Unknown,ERP016854,Earth Microbiome Project
NSU29APR08.R2,4/29/2008,North Sparkling Bog,Unknown,ERP016854,Earth Microbiome Project
NSE29APR08,4/29/2008,North Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
NSH29APR08.R1,4/29/2008,North Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
NSH29APR08.R2,4/29/2008,North Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
NSE30APR08,4/30/2008,North Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
NSH30APR08,4/30/2008,North Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
NSE30JUL08,7/30/2008,North Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
NSH30JUL08,7/30/2008,North Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
NSE30JUN08,6/30/2008,North Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
NSH30JUN08,6/30/2008,North Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
NSE30MAY08,5/30/2008,North Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
NSH30MAY08,5/30/2008,North Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
NSE31AUG08,8/31/2008,North Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
NSH31AUG08,8/31/2008,North Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
NSE31JUL08,7/31/2008,North Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
NSH31JUL08,7/31/2008,North Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
NSE01JUL08.R1,7/1/2008,North Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
NSE01JUL08.R2,7/1/2008,North Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
NSH01JUL08.R1,7/1/2008,North Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
NSH01JUL08.R2,7/1/2008,North Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
NSE01OCT07.R1,10/1/2007,North Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
NSE01OCT07.R2,10/1/2007,North Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
NSE02AUG09.R1,8/2/2009,North Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
NSE02AUG09.R2,8/2/2009,North Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
NSE03JUL07.R1,7/3/2007,North Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
NSE03JUL07.R2,7/3/2007,North Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
NSE03JUL09,7/3/2009,North Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
NSE05JUL07,7/5/2007,North Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
NSE05JUN09.R1,6/5/2009,North Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
NSE05JUN09.R2,6/5/2009,North Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
NSE06AUG09.R1,8/6/2009,North Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
NSE06AUG09.R2,8/6/2009,North Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
NSE07AUG07.R1,8/7/2007,North Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
NSE07AUG07.R2,8/7/2007,North Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
NSE07JUL09,7/7/2009,North Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
NSE07NOV07,11/7/2007,North Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
NSE08JUN09.R1,6/8/2009,North Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
NSE08JUN09.R2,6/8/2009,North Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
NSE09AUG07,8/9/2007,North Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
NSE10JUL09.R1,7/10/2009,North Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
NSE10JUL09.R2,7/10/2009,North Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
NSE10SEP07.R1,9/10/2007,North Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
NSE10SEP07.R2,9/10/2007,North Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
NSE11JUL07.R1,7/11/2007,North Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
NSE11JUL07.R2,7/11/2007,North Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
NSE11JUN07.R1,6/11/2007,North Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
NSE11JUN07.R2,6/11/2007,North Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
NSE11JUN09.R1,6/11/2009,North Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
