Sample_Name,Collection_Date,Lake,Layer,Accession_Number,subproject
SSH24JUL08,7/24/2008,South Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
SSH24SEP07,9/24/2007,South Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
SSH25JUN07.R1,6/25/2007,South Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
SSH25JUN07.R2,6/25/2007,South Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
SSH26JUN08,6/26/2008,South Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
SSH27AUG07.R1,8/27/2007,South Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
SSH27AUG07.R2,8/27/2007,South Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
SSH27JUN07,6/27/2007,South Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
SSH27SEP08,9/27/2008,South Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
SSH28JUL08,7/28/2008,South Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
SSH29JUL07.R1,7/29/2007,South Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
SSH29JUL07.R2,7/29/2007,South Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
SSH30APR08,4/30/2008,South Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
SSH30JUN08,6/30/2008,South Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
SSH30SEP07.R1,9/30/2007,South Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
SSH30SEP07.R2,9/30/2007,South Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
SSH31AUG08,8/31/2008,South Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
SSH31JUL07.R1,7/31/2007,South Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
SSH31JUL07.R2,7/31/2007,South Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
SSH31JUL08,7/31/2008,South Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBE01AUG08.R1,8/1/2008,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE01AUG08.R2,8/1/2008,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE01JUN05,6/1/2005,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE01OCT07.R1,10/1/2007,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE01OCT07.R2,10/1/2007,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE02AUG07.R1,8/2/2007,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE02AUG07.R2,8/2/2007,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE02AUG09,8/2/2009,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE02Feb08.R1,2/2/2008,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE02Feb08.R2,2/2/2008,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE02JUL07.R1,7/2/2007,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE02JUL07.R2,7/2/2007,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE03AUG05,8/3/2005,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE03JUN09,6/3/2009,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE04JUL08,7/4/2008,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE04NOV05,11/4/2005,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE04OCT05,10/4/2005,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE04OCT08.R1,10/4/2008,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE04OCT08.R2,10/4/2008,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE05AUG08.R1,8/5/2008,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE05AUG08.R2,8/5/2008,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE05JAN08,1/5/2008,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE05JUL07.R1,7/5/2007,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE05JUL07.R2,7/5/2007,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE05NOV07.R1,11/5/2007,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE05NOV07.R1.1,11/5/2007,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE05SEP05,9/5/2005,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE06NOV07.R1,11/6/2007,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE06NOV07.R2,11/6/2007,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE07JUL09,7/7/2009,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE07NOV07.R1,11/7/2007,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE07NOV07.R2,11/7/2007,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE08AUG08.R1,8/8/2008,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE08AUG08.R2,8/8/2008,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE08JUN05,6/8/2005,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE08JUN09,6/8/2009,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE08NOV07.R1,11/8/2007,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE08NOV07.R2,11/8/2007,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE09AUG07.R1,8/9/2007,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE09AUG07.R2,8/9/2007,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE09NOV07.R1,11/9/2007,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE09NOV07.R2,11/9/2007,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE09OCT05,10/9/2005,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE09SEP08.R1,9/9/2008,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE09SEP08.R2,9/9/2008,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE10JUL07.R1,7/10/2007,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE10JUL07.R2,7/10/2007,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE10NOV07.R1,11/10/2007,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE10NOV07.R2,11/10/2007,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE10OCT08.R1,10/10/2008,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE10OCT08.R2,10/10/2008,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE10SEP07.R1,9/10/2007,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE10SEP07.R2,9/10/2007,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE11AUG05,8/11/2005,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE11NOV07.R1,11/11/2007,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE11NOV07.R2,11/11/2007,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE12AUG08,8/12/2008,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE12AUG09,8/12/2009,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE12JUL07.R1,7/12/2007,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE12JUL07.R2,7/12/2007,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE13JUL05,7/13/2005,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE13JUL09,7/13/2009,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE13JUN08.R1,6/13/2008,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE13JUN08.R2,6/13/2008,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE13SEP05,9/13/2005,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE14NOV07.R1,11/14/2007,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE14NOV07.R2,11/14/2007,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE15AUG08.R1,8/15/2008,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE15AUG08.R2,8/15/2008,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE15JUL08.R1,7/15/2008,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE15JUL08.R2,7/15/2008,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE15JUN05,6/15/2005,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE15JUN09,6/15/2009,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE15NOV07.R1,11/15/2007,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE15NOV07.R2,11/15/2007,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE16JUL07.R1,7/16/2007,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE16JUL07.R2,7/16/2007,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE16NOV07.R1,11/16/2007,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE16NOV07.R2,11/16/2007,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE16OCT07.R1,10/16/2007,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE16OCT07.R2,10/16/2007,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE17NOV07.R1,11/17/2007,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE17NOV07.R2,11/17/2007,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE17OCT05,10/17/2005,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE17SEP07.R1,9/17/2007,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE17SEP07.R2,9/17/2007,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE18AUG05,8/18/2005,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE18AUG09,8/18/2009,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE18JUL07.R1,7/18/2007,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE18JUL07.R2,7/18/2007,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE18NOV07.R1,11/18/2007,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE18NOV07.R2,11/18/2007,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE19AUG08.R1,8/19/2008,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE19AUG08.R2,8/19/2008,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE19JUN07.R1,6/19/2007,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE19JUN07.R2,6/19/2007,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE19JUN08,6/19/2008,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE19NOV05,11/19/2005,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE20AUG07.R1,8/20/2007,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE20AUG07.R2,8/20/2007,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE20JUL05,7/20/2005,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE20SEP05,9/20/2005,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE20SEP08.R1,9/20/2008,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE20SEP08.R2,9/20/2008,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE21AUG08.R1,8/21/2008,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE21AUG08.R2,8/21/2008,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE21JUL09,7/21/2009,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE21JUN07.R1,6/21/2007,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE21JUN07.R2,6/21/2007,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE22JUN05,6/22/2005,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE22MAY08.R1,5/22/2008,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE22MAY08.R2,5/22/2008,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE22OCT07.R1,10/22/2007,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE22OCT07.R2,10/22/2007,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE23AUG07.R1,8/23/2007,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE23AUG07.R2,8/23/2007,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE23JUN09,6/23/2009,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE24AUG05,8/24/2005,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE24AUG09,8/24/2009,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE24JUN08,6/24/2008,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE24SEP07.R1,9/24/2007,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE24SEP07.R2,9/24/2007,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE25AUG08.R1,8/25/2008,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE25AUG08.R2,8/25/2008,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE25JUL07.R1,7/25/2007,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE25JUL07.R2,7/25/2007,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE25SEP05,9/25/2005,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE26MAY08.R1,5/26/2008,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE26MAY08.R2,5/26/2008,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE27AUG07.R1,8/27/2007,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE27AUG07.R2,8/27/2007,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE27JUL05,7/27/2005,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE27JUL07.R1,7/27/2007,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE27JUL07.R2,7/27/2007,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE27JUL09,7/27/2009,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE27JUN07.R1,6/27/2007,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE27JUN07.R2,6/27/2007,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE28SEP08.R1,9/28/2008,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE28SEP08.R2,9/28/2008,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE29OCT07.R1,10/29/2007,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE29OCT07.R2,10/29/2007,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE29JUL08.R1,7/29/2008,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE29JUL08.R2,7/29/2008,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE29JUN05,6/29/2005,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE29JUN07.R1,6/29/2007,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE29JUN07.R2,6/29/2007,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE29JUN09,6/29/2009,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE29MAY08.R1,5/29/2008,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE29MAY08.R2,5/29/2008,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE29MAY09,5/29/2009,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE30APR08.R1,4/30/2008,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE30APR08.R2,4/30/2008,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE30AUG05,8/30/2005,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE31AUG08,8/31/2008,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE31JUL07.R1,7/31/2007,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBE31JUL07.R2,7/31/2007,Trout Bog,Epilimnion,ERP016854,Earth Microbiome Project
TBH01AUG08.R1,8/1/2008,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH01AUG08.R2,8/1/2008,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH01JUL08.R1,7/1/2008,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH01JUL08.R2,7/1/2008,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH01JUN05,6/1/2005,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH01OCT07.R1,10/1/2007,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH01OCT07.R2,10/1/2007,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH02AUG07.R1,8/2/2007,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH02AUG07.R2,8/2/2007,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH02AUG09,8/2/2009,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH02Feb08.R1,2/2/2008,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH02Feb08.R2,2/2/2008,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH02JUL07.R1,7/2/2007,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH02JUL07.R2,7/2/2007,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH03AUG05,8/3/2005,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH03JUN09,6/3/2009,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH04JUL08.R1,7/4/2008,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH04JUL08.R2,7/4/2008,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH04MAY08.R1,5/4/2008,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH04MAY08.R2,5/4/2008,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH04NOV05,11/4/2005,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH04OCT05,10/4/2005,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH04OCT08.R1,10/4/2008,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH04OCT08.R2,10/4/2008,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH05AUG08.R1,8/5/2008,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH05AUG08.R2,8/5/2008,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH05JAN08.R1,1/5/2008,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH05JAN08.R2,1/5/2008,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH05JUL07.R1,7/5/2007,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH05JUL07.R2,7/5/2007,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH05NOV07.R1,11/5/2007,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH05NOV07.R2,11/5/2007,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH06AUG07.R1,8/6/2007,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH06AUG07.R2,8/6/2007,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH06JUL05,7/6/2005,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH06JUN08.R1,6/6/2008,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH06JUN08.R2,6/6/2008,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH06NOV07.R1,11/6/2007,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH06NOV07.R2,11/6/2007,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH07JUL09,7/7/2009,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH07NOV07.R1,11/7/2007,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH07NOV07.R2,11/7/2007,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH08AUG08,8/8/2008,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH08JUL08.R1,7/8/2008,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH08JUL08.R2,7/8/2008,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH08JUN05,6/8/2005,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH08JUN09,6/8/2009,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH08NOV07.R1,11/8/2007,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH08NOV07.R2,11/8/2007,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH09AUG07.R1,8/9/2007,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH09AUG07.R2,8/9/2007,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH09NOV07.R1,11/9/2007,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH09NOV07.R2,11/9/2007,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH09OCT05,10/9/2005,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH09SEP08.R1,9/9/2008,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH09SEP08.R2,9/9/2008,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH10JUL07.R1,7/10/2007,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH10JUL07.R2,7/10/2007,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH10NOV07.R1,11/10/2007,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH10NOV07.R2,11/10/2007,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH10OCT08.R1,10/10/2008,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH10OCT08.R2,10/10/2008,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH10SEP07.R1,9/10/2007,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH10SEP07.R2,9/10/2007,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH11AUG05,8/11/2005,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH11JUL08.R1,7/11/2008,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH11JUL08.R2,7/11/2008,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH11NOV07.R1,11/11/2007,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH11NOV07.R2,11/11/2007,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH12AUG08.R1,8/12/2008,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH12AUG08.R2,8/12/2008,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH12AUG09,8/12/2009,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH12JUL07.R1,7/12/2007,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH12JUL07.R2,7/12/2007,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH13JAN07.R1,1/13/2007,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH13JAN07.R2,1/13/2007,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH13JUL05,7/13/2005,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH13JUL09,7/13/2009,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH13JUN07.R1,6/13/2007,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH13JUN07.R2,6/13/2007,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH13JUN08.R1,6/13/2008,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH13JUN08.R2,6/13/2008,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH13SEP05,9/13/2005,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH14NOV07.R1,11/14/2007,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH14NOV07.R2,11/14/2007,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH15JUN05,6/15/2005,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH15JUN09,6/15/2009,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH15NOV07.R1,11/15/2007,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH15NOV07.R2,11/15/2007,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH16JUL07.R1,7/16/2007,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH16JUL07.R2,7/16/2007,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH16NOV07.R1,11/16/2007,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH16NOV07.R2,11/16/2007,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH16OCT07.R1,10/16/2007,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH16OCT07.R2,10/16/2007,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH17AUG07.R1,8/17/2007,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH17AUG07.R2,8/17/2007,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH17NOV07.R1,11/17/2007,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH17NOV07.R2,11/17/2007,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH17OCT05,10/17/2005,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH17SEP07.R1,9/17/2007,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH17SEP07.R2,9/17/2007,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH18AUG05,8/18/2005,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH18AUG09,8/18/2009,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
