OTU,Kingdom,Phylum,Class,Order,Lineage,Clade
Otu5680,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,unclassified
Otu5681,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Luteibacter
Otu5682,Bacteria,Proteobacteria,unclassified,unclassified,unclassified,unclassified
Otu5684,Bacteria,OD1,ABY1,unclassified,unclassified,unclassified
Otu5686,Bacteria,Cyanobacteria,unclassified,unclassified,unclassified,unclassified
Otu5687,Bacteria,GN02,GKS2-174,unclassified,unclassified,unclassified
Otu5688,Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,unclassified
Otu5689,Bacteria,Acidobacteria,Solibacteres,Solibacterales,unclassified,unclassified
Otu5690,Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,unclassified
Otu5692,Bacteria,Proteobacteria,Betaproteobacteria,Procabacteriales,Procabacteriaceae,unclassified
Otu5696,Bacteria,OD1,ZB2,unclassified,unclassified,unclassified
Otu5698,Bacteria,Chloroflexi,Dehalococcoidetes,Dehalococcoidales,unclassified,unclassified
Otu5699,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Telmatospirillum
Otu5700,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified,unclassified,unclassified
Otu5704,Bacteria,OD1,unclassified,unclassified,unclassified,unclassified
Otu5706,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Aquicella
Otu5707,Bacteria,Verrucomicrobia,unclassified,unclassified,unclassified,unclassified
Otu5708,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,unclassified
Otu5709,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geobacter
Otu5710,Bacteria,Spirochaetes,Spirochaetes,Spirochaetales,Spirochaetaceae,unclassified
Otu5711,Bacteria,Bacteroidetes,unclassified,unclassified,unclassified,unclassified
Otu5712,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,gamII,gamII-A
Otu5713,Bacteria,Spirochaetes,Spirochaetes,Spirochaetales,Spirochaetaceae,Treponema
Otu5714,Bacteria,OD1,ZB2,unclassified,unclassified,unclassified
Otu5715,Bacteria,OD1,ABY1,unclassified,unclassified,unclassified
Otu5716,Bacteria,Proteobacteria,Deltaproteobacteria,MIZ46,unclassified,unclassified
Otu5717,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified,unclassified,unclassified
Otu5719,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified,unclassified,unclassified
Otu5720,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unclassified
Otu5721,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,mitochondria,unclassified
Otu5722,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
Otu5723,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,Syntrophobacter
Otu5724,Bacteria,Cyanobacteria,Chloroplast,unclassified,unclassified,unclassified
Otu5725,Bacteria,Chloroflexi,Dehalococcoidetes,Dehalococcoidales,unclassified,unclassified
Otu5728,Bacteria,Armatimonadetes,SJA-176,RB046,unclassified,unclassified
Otu5729,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium
Otu5730,Bacteria,Armatimonadetes,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,Fimbriimonas
Otu5731,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,unclassified,unclassified
Otu5732,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,unclassified,unclassified
Otu5733,Bacteria,Proteobacteria,Deltaproteobacteria,unclassified,unclassified,unclassified
Otu5734,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas
Otu5735,Bacteria,Cyanobacteria,Chloroplast,unclassified,unclassified,unclassified
Otu5736,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified,unclassified,unclassified
Otu5737,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,unclassified
Otu5738,Archaea,Parvarchaeota,Parvarchaea,WCHD3-30,unclassified,unclassified
Otu5739,Bacteria,Acidobacteria,Solibacteres,Solibacterales,Solibacteraceae,CandidatusSolibacter
Otu5740,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Paludibacter
Otu5741,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,alfIV,alfIV-B
Otu5742,Bacteria,Cyanobacteria,unclassified,unclassified,unclassified,unclassified
Otu5743,Bacteria,SR1,unclassified,unclassified,unclassified,unclassified
Otu5744,Bacteria,WPS-2,unclassified,unclassified,unclassified,unclassified
Otu5745,Bacteria,Verrucomicrobia,Pedosphaerae,Pedosphaerales,Ellin515,unclassified
Otu5746,Bacteria,Proteobacteria,unclassified,unclassified,unclassified,unclassified
Otu5747,Bacteria,Proteobacteria,Betaproteobacteria,unclassified,unclassified,unclassified
Otu5748,Bacteria,OD1,ZB2,unclassified,unclassified,unclassified
Otu5749,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,unclassified
Otu5750,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,unclassified,unclassified
Otu5751,Bacteria,OD1,unclassified,unclassified,unclassified,unclassified
Otu5752,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,mitochondria,unclassified
Otu5753,Bacteria,OP3,koll11,GIF10,kpj58rc,unclassified
Otu5756,Bacteria,Proteobacteria,Deltaproteobacteria,NKB15,unclassified,unclassified
Otu5757,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Cetobacterium
Otu5758,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium
Otu5759,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Rothia
Otu5760,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,unclassified,unclassified
Otu5762,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,gamIII,gamIII-A
Otu5763,Bacteria,OD1,ZB2,unclassified,unclassified,unclassified
Otu5764,Bacteria,OP11,OP11-2,KD3-145,unclassified,unclassified
Otu5767,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,unclassified,unclassified
Otu5768,Bacteria,Proteobacteria,Alphaproteobacteria,unclassified,unclassified,unclassified
Otu5769,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,unclassified
Otu5771,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,unclassified
Otu5772,Bacteria,Chlorobi,BSV26,A89,unclassified,unclassified
Otu5774,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,mitochondria,unclassified
Otu5775,Bacteria,Lentisphaerae,Lentisphaeria,Victivallales,Victivallaceae,unclassified
Otu5777,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,unclassified
Otu5778,Bacteria,Bacteroidetes,unclassified,unclassified,unclassified,unclassified
Otu5779,Bacteria,OP3,BD4-9,unclassified,unclassified,unclassified
Otu5780,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,unclassified
Otu5781,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,unclassified
Otu5782,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium
Otu5783,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,unclassified
Otu5784,Bacteria,Bacteroidetes,unclassified,unclassified,unclassified,unclassified
Otu5787,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,unclassified,unclassified
Otu5788,Bacteria,TM6,SJA-4,unclassified,unclassified,unclassified
Otu5790,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter
Otu5791,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,unclassified
Otu5792,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,Nevskia
Otu5793,Bacteria,Proteobacteria,Deltaproteobacteria,MIZ46,unclassified,unclassified
Otu5794,Archaea,Parvarchaeota,Parvarchaea,WCHD3-30,unclassified,unclassified
Otu5795,Bacteria,TM6,SBRH58,unclassified,unclassified,unclassified
Otu5796,Bacteria,Proteobacteria,Alphaproteobacteria,unclassified,unclassified,unclassified
Otu5797,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,betIII,betIII-A
Otu5798,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,unclassified
Otu5800,Bacteria,Spirochaetes,MVP-15,PL-11B10,unclassified,unclassified
Otu5801,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolinaceae,WCHB1-05
Otu5802,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,unclassified
Otu5803,Bacteria,Proteobacteria,Betaproteobacteria,Procabacteriales,Procabacteriaceae,unclassified
Otu5804,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophorhabdaceae,unclassified
Otu5805,Bacteria,Proteobacteria,unclassified,unclassified,unclassified,unclassified
Otu5806,Bacteria,Proteobacteria,unclassified,unclassified,unclassified,unclassified
Otu5809,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Telmatospirillum
Otu5810,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,unclassified
Otu5811,Bacteria,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae,Opitutus
Otu5812,Bacteria,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae,Opitutus
Otu5813,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,unclassified
Otu5814,Bacteria,Cyanobacteria,Chloroplast,unclassified,unclassified,unclassified
Otu5816,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,unclassified,unclassified
Otu5817,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanospirillaceae,Methanospirillum
Otu5819,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,unclassified
Otu5820,Bacteria,Proteobacteria,Deltaproteobacteria,MIZ46,unclassified,unclassified
Otu5821,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified,unclassified,unclassified
Otu5822,Bacteria,OP8,OP8_1,unclassified,unclassified,unclassified
Otu5823,Bacteria,WS3,PRR-12,PBS-III-9,unclassified,unclassified
Otu5826,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,unclassified,unclassified
Otu5827,Bacteria,TM6,SJA-4,unclassified,unclassified,unclassified
Otu5828,Bacteria,Verrucomicrobia,Pedosphaerae,Pedosphaerales,auto67_4W,unclassified
Otu5829,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,unclassified,unclassified
Otu5830,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,unclassified
Otu5831,Bacteria,Verrucomicrobia,Verruco-5,WCHB1-41,RFP12,unclassified
Otu5832,Bacteria,OP3,BD4-9,unclassified,unclassified,unclassified
Otu5833,Bacteria,Proteobacteria,unclassified,unclassified,unclassified,unclassified
Otu5834,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,unclassified,unclassified
Otu5835,Bacteria,Proteobacteria,unclassified,unclassified,unclassified,unclassified
Otu5839,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,unclassified,unclassified
Otu5840,Bacteria,OD1,ZB2,unclassified,unclassified,unclassified
Otu5841,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,unclassified
Otu5842,Bacteria,Verrucomicrobia,Opitutae,Cerasicoccales,Cerasicoccaceae,unclassified
Otu5843,Bacteria,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae,Opitutus
Otu5846,Bacteria,OP3,BD4-9,unclassified,unclassified,unclassified
Otu5847,Bacteria,GN02,BD1-5,unclassified,unclassified,unclassified
Otu5848,Bacteria,Cyanobacteria,Chloroplast,unclassified,unclassified,unclassified
Otu5849,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,unclassified
Otu5851,Bacteria,Proteobacteria,Betaproteobacteria,Methylophilales,unclassified,unclassified
Otu5852,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,unclassified,unclassified
Otu5853,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,mitochondria,unclassified
Otu5854,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,unclassified
Otu5855,Bacteria,Proteobacteria,unclassified,unclassified,unclassified,unclassified
Otu5856,Bacteria,Proteobacteria,Betaproteobacteria,unclassified,unclassified,unclassified
Otu5857,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia
Otu5858,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,unclassified
Otu5859,Bacteria,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae,Opitutus
Otu5860,Archaea,Parvarchaeota,Parvarchaea,WCHD3-30,unclassified,unclassified
Otu5861,Bacteria,OD1,unclassified,unclassified,unclassified,unclassified
Otu5863,Archaea,Parvarchaeota,Parvarchaea,WCHD3-30,unclassified,unclassified
Otu5864,Bacteria,Fibrobacteres,TG3,unclassified,unclassified,unclassified
Otu5866,Bacteria,TM6,SJA-4,unclassified,unclassified,unclassified
Otu5867,Bacteria,Acidobacteria,Solibacteres,Solibacterales,Solibacteraceae,CandidatusSolibacter
Otu5868,Bacteria,OP8,OP8_2,unclassified,unclassified,unclassified
Otu5869,Bacteria,Bacteroidetes,unclassified,unclassified,unclassified,unclassified
Otu5870,Bacteria,TM6,SJA-4,unclassified,unclassified,unclassified
Otu5872,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,mitochondria,unclassified
Otu5873,Bacteria,SC4,unclassified,unclassified,unclassified,unclassified
Otu5874,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,unclassified
Otu5875,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,unclassified,unclassified
Otu5876,Bacteria,Proteobacteria,Deltaproteobacteria,unclassified,unclassified,unclassified
Otu5877,Bacteria,Proteobacteria,Alphaproteobacteria,unclassified,unclassified,unclassified
Otu5880,Bacteria,TM6,SJA-4,unclassified,unclassified,unclassified
Otu5883,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,unclassified
Otu5884,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified,unclassified,unclassified
Otu5885,Bacteria,Verrucomicrobia,unclassified,unclassified,unclassified,unclassified
Otu5886,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,unclassified,unclassified
Otu5887,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,unclassified,unclassified
Otu5888,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,PW3
Otu5889,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,unclassified,unclassified
Otu5890,Bacteria,Verrucomicrobia,Opitutae,Cerasicoccales,Cerasicoccaceae,unclassified
Otu5891,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified,unclassified,unclassified
Otu5893,Bacteria,Proteobacteria,unclassified,unclassified,unclassified,unclassified
Otu5894,Bacteria,Elusimicrobia,Endomicrobia,unclassified,unclassified,unclassified
Otu5895,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,unclassified,unclassified
Otu5896,Bacteria,Verrucomicrobia,Pedosphaerae,Pedosphaerales,auto67_4W,unclassified
Otu5897,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,unclassified,unclassified
Otu5899,Bacteria,Proteobacteria,Betaproteobacteria,unclassified,unclassified,unclassified
Otu5900,Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified,unclassified
Otu5902,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,mitochondria,unclassified
Otu5903,Bacteria,Cyanobacteria,4C0d-2,YS2,unclassified,unclassified
Otu5904,Bacteria,Cyanobacteria,unclassified,unclassified,unclassified,unclassified
Otu5905,Bacteria,Chloroflexi,Dehalococcoidetes,Dehalococcoidales,unclassified,unclassified
Otu5906,Bacteria,Verrucomicrobia,Pedosphaerae,Pedosphaerales,unclassified,unclassified
Otu5907,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
Otu5908,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,PW3
Otu5909,Bacteria,Verrucomicrobia,Pedosphaerae,Pedosphaerales,unclassified,unclassified
Otu5910,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,mitochondria,unclassified
Otu5911,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Conexibacteraceae,unclassified
Otu5912,Bacteria,SR1,unclassified,unclassified,unclassified,unclassified
Otu5913,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,unclassified
Otu5914,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,mitochondria,unclassified
Otu5916,Bacteria,Chloroflexi,Dehalococcoidetes,Dehalococcoidales,Dehalococcoidaceae,unclassified
Otu5917,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,unclassified,unclassified
Otu5922,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
Otu5923,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,unclassified,unclassified
Otu5924,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophaceae,Desulfobacca
Otu5925,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,unclassified
Otu5926,Bacteria,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae,Opitutus
Otu5927,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,unclassified
Otu5928,Bacteria,Firmicutes,Bacilli,Bacillales,unclassified,unclassified
Otu5930,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolinaceae,unclassified
Otu5932,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,betI,unclassified
Otu5933,Bacteria,Planctomycetes,ODP123,T8-B82,unclassified,unclassified
Otu5934,Bacteria,OD1,ZB2,unclassified,unclassified,unclassified
Otu5935,Bacteria,OD1,ABY1,unclassified,unclassified,unclassified
Otu5936,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium
Otu5937,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,unclassified
Otu5938,Bacteria,WS1,unclassified,unclassified,unclassified,unclassified
Otu5939,Bacteria,Chloroflexi,unclassified,unclassified,unclassified,unclassified
Otu5940,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,unclassified,unclassified
Otu5941,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Telmatospirillum
Otu5942,Bacteria,Proteobacteria,Deltaproteobacteria,Spirobacillales,unclassified,unclassified
Otu5943,Bacteria,SR1,unclassified,unclassified,unclassified,unclassified
Otu5944,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Desulfosporosinus
Otu5945,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Magnetospirillum
Otu5946,Bacteria,BRC1,PRR-11,unclassified,unclassified,unclassified
Otu5948,Bacteria,OD1,ZB2,unclassified,unclassified,unclassified
Otu5949,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,unclassified
Otu5950,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Telmatospirillum
Otu5952,Bacteria,Spirochaetes,Spirochaetes,Spirochaetales,Spirochaetaceae,unclassified
Otu5953,Bacteria,OD1,ZB2,unclassified,unclassified,unclassified
Otu5954,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Cellvibrio
Otu5956,Bacteria,OP3,BD4-9,unclassified,unclassified,unclassified
Otu5957,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
Otu5958,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unclassified
Otu5959,Bacteria,Chloroflexi,Anaerolineae,unclassified,unclassified,unclassified
Otu5961,Bacteria,OP3,BD4-9,unclassified,unclassified,unclassified
Otu5962,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,unclassified
Otu5963,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium
Otu5964,Bacteria,Cyanobacteria,Chloroplast,Chlorophyta,unclassified,unclassified
Otu5965,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,mitochondria,unclassified
Otu5966,Bacteria,Cyanobacteria,Chloroplast,Streptophyta,unclassified,unclassified
Otu5969,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,acI,acI-A
Otu5970,Bacteria,Spirochaetes,Leptospirae,Leptospirales,unclassified,unclassified
Otu5971,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified,unclassified,unclassified
Otu5972,Bacteria,Cyanobacteria,Chloroplast,unclassified,unclassified,unclassified
Otu5973,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,alfIV,alfIV-B
Otu5975,Bacteria,Elusimicrobia,Elusimicrobia,Elusimicrobiales,unclassified,unclassified
Otu5976,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,unclassified
Otu5977,Bacteria,Planctomycetes,Phycisphaerae,CPla-3,unclassified,unclassified
