OTU,Day,Month,Year,value
Otu5162,29,10,2007,8
Otu5264,29,10,2007,3
Otu5303,29,10,2007,9
Otu5640,29,10,2007,8
Otu5844,29,10,2007,4
Otu5952,29,10,2007,6
Otu5985,29,10,2007,9
Otu6059,29,10,2007,2
Otu6114,29,10,2007,8
Otu6200,29,10,2007,2
Otu6219,29,10,2007,2
Otu6228,29,10,2007,7
Otu0002,29,10,2007,11
Otu0007,29,10,2007,13
Otu0008,29,10,2007,2
Otu0011,29,10,2007,11
Otu0014,29,10,2007,10
Otu0016,29,10,2007,3
Otu0017,29,10,2007,3
Otu0021,29,10,2007,9
Otu0029,29,10,2007,25
Otu0038,29,10,2007,8
Otu0042,29,10,2007,34
Otu0045,29,10,2007,180
Otu0053,29,10,2007,78
Otu0054,29,10,2007,5
Otu0055,29,10,2007,3
Otu0059,29,10,2007,67
Otu0065,29,10,2007,2
Otu0075,29,10,2007,26
Otu0076,29,10,2007,15
Otu0081,29,10,2007,146
Otu0088,29,10,2007,8
Otu0097,29,10,2007,214
Otu0099,29,10,2007,3
Otu0101,29,10,2007,3
Otu0103,29,10,2007,2
Otu0105,29,10,2007,2
Otu0107,29,10,2007,8
Otu0108,29,10,2007,2
Otu0109,29,10,2007,3
Otu0112,29,10,2007,3
Otu0115,29,10,2007,12
Otu0122,29,10,2007,2
Otu0134,29,10,2007,30
Otu0143,29,10,2007,2
Otu0146,29,10,2007,4
Otu0172,29,10,2007,4
Otu0180,29,10,2007,2
Otu0185,29,10,2007,2
Otu0189,29,10,2007,17
Otu0196,29,10,2007,2
Otu0215,29,10,2007,3
Otu0216,29,10,2007,2
Otu0230,29,10,2007,3
Otu0231,29,10,2007,2
Otu0235,29,10,2007,7
Otu0237,29,10,2007,14
Otu0255,29,10,2007,4
Otu0257,29,10,2007,194
Otu0267,29,10,2007,5
Otu0269,29,10,2007,2
Otu0272,29,10,2007,10
Otu0276,29,10,2007,3
Otu0282,29,10,2007,2
Otu0297,29,10,2007,10
Otu0300,29,10,2007,3
Otu0305,29,10,2007,2
Otu0307,29,10,2007,4
Otu0311,29,10,2007,10
Otu0321,29,10,2007,5
Otu0325,29,10,2007,5
Otu0327,29,10,2007,2
Otu0331,29,10,2007,59
Otu0332,29,10,2007,28
Otu0341,29,10,2007,2
Otu0347,29,10,2007,2
Otu0361,29,10,2007,4
Otu0370,29,10,2007,46
Otu0386,29,10,2007,7
Otu0390,29,10,2007,6
Otu0394,29,10,2007,4
Otu0409,29,10,2007,2
Otu0418,29,10,2007,2
Otu0425,29,10,2007,2
Otu0433,29,10,2007,2
Otu0456,29,10,2007,3
Otu0470,29,10,2007,15
Otu0472,29,10,2007,2
Otu0492,29,10,2007,4
Otu0495,29,10,2007,14
Otu0505,29,10,2007,14
Otu0512,29,10,2007,2
Otu0518,29,10,2007,6
Otu0520,29,10,2007,2
Otu0529,29,10,2007,8
Otu0531,29,10,2007,8
Otu0532,29,10,2007,2
Otu0535,29,10,2007,6
Otu0556,29,10,2007,2
Otu0571,29,10,2007,4
Otu0593,29,10,2007,2
Otu0636,29,10,2007,2
Otu0643,29,10,2007,2
Otu0678,29,10,2007,4
Otu0685,29,10,2007,48
Otu0703,29,10,2007,2
Otu0708,29,10,2007,4
Otu0719,29,10,2007,3
Otu0769,29,10,2007,2
Otu0772,29,10,2007,5
Otu0805,29,10,2007,3
Otu0813,29,10,2007,11
Otu0831,29,10,2007,7
Otu0832,29,10,2007,8
Otu0863,29,10,2007,11
Otu0871,29,10,2007,2
Otu0876,29,10,2007,16
Otu0881,29,10,2007,14
Otu0887,29,10,2007,12
Otu0900,29,10,2007,3
Otu0910,29,10,2007,4
Otu0919,29,10,2007,23
Otu0925,29,10,2007,7
Otu0941,29,10,2007,6
Otu1037,29,10,2007,4
Otu1051,29,10,2007,8
Otu1112,29,10,2007,5
Otu1138,29,10,2007,5
Otu1154,29,10,2007,9
Otu1176,29,10,2007,18
Otu1194,29,10,2007,47
Otu1211,29,10,2007,41
Otu1250,29,10,2007,6
Otu1257,29,10,2007,2
Otu1260,29,10,2007,2
Otu1332,29,10,2007,9
Otu1354,29,10,2007,10
Otu1360,29,10,2007,3
Otu1368,29,10,2007,15
Otu1380,29,10,2007,2
Otu1402,29,10,2007,7
Otu1410,29,10,2007,2
Otu1438,29,10,2007,3
Otu1447,29,10,2007,3
Otu1472,29,10,2007,6
Otu1473,29,10,2007,3
Otu1476,29,10,2007,6
Otu1485,29,10,2007,4
Otu1661,29,10,2007,200
Otu1673,29,10,2007,7
Otu1848,29,10,2007,7
Otu2025,29,10,2007,2
Otu2437,29,10,2007,7
Otu2479,29,10,2007,15
Otu2517,29,10,2007,4
Otu2604,29,10,2007,3
Otu2631,29,10,2007,2
Otu2683,29,10,2007,2
Otu2949,29,10,2007,2
Otu3028,29,10,2007,4
Otu3085,29,10,2007,6
Otu3168,29,10,2007,12
Otu3229,29,10,2007,3
Otu3400,29,10,2007,2
Otu3402,29,10,2007,2
Otu3513,29,10,2007,2
Otu3524,29,10,2007,6
Otu3574,29,10,2007,2
Otu3602,29,10,2007,2
Otu3607,29,10,2007,4
Otu3642,29,10,2007,3
Otu3767,29,10,2007,11
Otu3879,29,10,2007,7
Otu3949,29,10,2007,2
Otu3972,29,10,2007,3
Otu4008,29,10,2007,4
Otu4203,29,10,2007,3
Otu4209,29,10,2007,3
Otu4616,29,10,2007,3
Otu4648,29,10,2007,3
Otu4697,29,10,2007,2
Otu4824,29,10,2007,2
Otu4939,29,10,2007,2
Otu5053,29,10,2007,2
Otu5162,29,10,2007,7
Otu5264,29,10,2007,3
Otu5303,29,10,2007,10
Otu5338,29,10,2007,2
Otu5464,29,10,2007,3
Otu5640,29,10,2007,7
Otu5718,29,10,2007,2
Otu5801,29,10,2007,2
Otu5843,29,10,2007,2
Otu5844,29,10,2007,6
Otu5952,29,10,2007,3
Otu5985,29,10,2007,7
Otu6054,29,10,2007,4
Otu6059,29,10,2007,4
Otu6113,29,10,2007,2
Otu6114,29,10,2007,11
Otu6228,29,10,2007,6
Otu6260,29,10,2007,2
Otu0002,30,8,2005,14
Otu0014,30,8,2005,9
Otu0021,30,8,2005,15
Otu0029,30,8,2005,11
Otu0031,30,8,2005,5
Otu0039,30,8,2005,38
Otu0042,30,8,2005,51
Otu0045,30,8,2005,33
Otu0053,30,8,2005,10
Otu0055,30,8,2005,47
Otu0056,30,8,2005,2
Otu0060,30,8,2005,4
Otu0069,30,8,2005,2
Otu0075,30,8,2005,12
Otu0076,30,8,2005,6
Otu0081,30,8,2005,548
Otu0085,30,8,2005,3
Otu0096,30,8,2005,9
Otu0097,30,8,2005,285
Otu0099,30,8,2005,3
Otu0101,30,8,2005,2
Otu0107,30,8,2005,12
Otu0122,30,8,2005,2
Otu0136,30,8,2005,4
Otu0147,30,8,2005,4
Otu0159,30,8,2005,3
Otu0179,30,8,2005,4
Otu0180,30,8,2005,2
Otu0189,30,8,2005,46
Otu0216,30,8,2005,2
Otu0231,30,8,2005,43
Otu0232,30,8,2005,4
Otu0233,30,8,2005,2
Otu0237,30,8,2005,17
Otu0243,30,8,2005,3
Otu0255,30,8,2005,16
Otu0257,30,8,2005,7
Otu0259,30,8,2005,4
Otu0272,30,8,2005,5
Otu0293,30,8,2005,3
Otu0305,30,8,2005,3
Otu0311,30,8,2005,5
Otu0321,30,8,2005,2
Otu0332,30,8,2005,10
Otu0336,30,8,2005,4
Otu0345,30,8,2005,18
Otu0351,30,8,2005,2
Otu0370,30,8,2005,11
Otu0387,30,8,2005,2
Otu0390,30,8,2005,151
Otu0394,30,8,2005,17
Otu0407,30,8,2005,11
Otu0431,30,8,2005,4
Otu0456,30,8,2005,9
Otu0470,30,8,2005,27
Otu0472,30,8,2005,6
Otu0482,30,8,2005,2
Otu0488,30,8,2005,185
Otu0489,30,8,2005,2
Otu0492,30,8,2005,2
Otu0522,30,8,2005,2
Otu0526,30,8,2005,2
Otu0529,30,8,2005,3
Otu0535,30,8,2005,3
Otu0551,30,8,2005,2
Otu0560,30,8,2005,4
Otu0606,30,8,2005,2
Otu0657,30,8,2005,2
Otu0719,30,8,2005,18
Otu0726,30,8,2005,2
Otu0772,30,8,2005,20
Otu0773,30,8,2005,5
Otu0813,30,8,2005,13
Otu0855,30,8,2005,3
Otu0909,30,8,2005,5
Otu0941,30,8,2005,25
Otu0979,30,8,2005,2
Otu1106,30,8,2005,2
Otu1126,30,8,2005,2
Otu1154,30,8,2005,2
Otu1187,30,8,2005,5
Otu1194,30,8,2005,83
Otu1211,30,8,2005,8
Otu1231,30,8,2005,6
Otu1313,30,8,2005,3
Otu1371,30,8,2005,2
Otu1383,30,8,2005,4
Otu1411,30,8,2005,4
Otu1427,30,8,2005,2
Otu1467,30,8,2005,31
Otu1473,30,8,2005,77
Otu1582,30,8,2005,37
Otu1661,30,8,2005,37
Otu1673,30,8,2005,6
Otu1696,30,8,2005,2
Otu1748,30,8,2005,2
Otu1832,30,8,2005,3
Otu1833,30,8,2005,3
Otu1977,30,8,2005,4
Otu2631,30,8,2005,9
Otu2637,30,8,2005,10
Otu3028,30,8,2005,2
Otu3158,30,8,2005,5
Otu3174,30,8,2005,4
Otu3382,30,8,2005,2
Otu3400,30,8,2005,12
Otu3574,30,8,2005,7
Otu3686,30,8,2005,7
Otu3767,30,8,2005,9
Otu3821,30,8,2005,3
Otu3972,30,8,2005,5
Otu4485,30,8,2005,3
Otu4517,30,8,2005,3
Otu4529,30,8,2005,19
Otu4537,30,8,2005,3
Otu4896,30,8,2005,10
Otu4902,30,8,2005,2
Otu5128,30,8,2005,6
Otu5162,30,8,2005,11
Otu5292,30,8,2005,4
Otu5390,30,8,2005,2
Otu5424,30,8,2005,15
Otu5470,30,8,2005,32
Otu5490,30,8,2005,2
Otu5874,30,8,2005,3
Otu5941,30,8,2005,2
Otu6113,30,8,2005,2
Otu6228,30,8,2005,8
Otu0002,31,8,2008,6
Otu0007,31,8,2008,42
Otu0011,31,8,2008,4
Otu0014,31,8,2008,13
Otu0015,31,8,2008,2
Otu0019,31,8,2008,3
Otu0021,31,8,2008,11
Otu0029,31,8,2008,28
Otu0031,31,8,2008,3
Otu0032,31,8,2008,2
Otu0034,31,8,2008,2
Otu0038,31,8,2008,3
Otu0042,31,8,2008,21
Otu0045,31,8,2008,120
Otu0052,31,8,2008,2
Otu0053,31,8,2008,13
Otu0058,31,8,2008,3
Otu0072,31,8,2008,5
Otu0074,31,8,2008,3
Otu0075,31,8,2008,31
Otu0076,31,8,2008,8
Otu0078,31,8,2008,3
Otu0079,31,8,2008,2
Otu0081,31,8,2008,257
Otu0088,31,8,2008,6
Otu0097,31,8,2008,607
Otu0103,31,8,2008,6
Otu0107,31,8,2008,3
Otu0108,31,8,2008,2
Otu0136,31,8,2008,36
Otu0144,31,8,2008,6
Otu0147,31,8,2008,3
Otu0172,31,8,2008,7
Otu0179,31,8,2008,27
Otu0180,31,8,2008,6
Otu0184,31,8,2008,4
Otu0189,31,8,2008,49
Otu0196,31,8,2008,3
Otu0213,31,8,2008,2
Otu0216,31,8,2008,2
Otu0231,31,8,2008,32
Otu0237,31,8,2008,2
Otu0257,31,8,2008,64
Otu0264,31,8,2008,19
Otu0272,31,8,2008,4
Otu0300,31,8,2008,3
Otu0307,31,8,2008,8
Otu0311,31,8,2008,12
Otu0314,31,8,2008,2
Otu0316,31,8,2008,2
Otu0319,31,8,2008,2
Otu0331,31,8,2008,6
Otu0332,31,8,2008,96
Otu0338,31,8,2008,8
Otu0361,31,8,2008,2
Otu0370,31,8,2008,29
Otu0376,31,8,2008,2
Otu0390,31,8,2008,4
Otu0391,31,8,2008,2
Otu0394,31,8,2008,5
Otu0404,31,8,2008,2
Otu0463,31,8,2008,3
Otu0470,31,8,2008,35
Otu0472,31,8,2008,5
Otu0485,31,8,2008,2
Otu0495,31,8,2008,7
Otu0522,31,8,2008,2
Otu0530,31,8,2008,2
Otu0531,31,8,2008,6
Otu0602,31,8,2008,2
Otu0634,31,8,2008,2
Otu0678,31,8,2008,6
Otu0685,31,8,2008,4
Otu0719,31,8,2008,16
Otu0813,31,8,2008,7
Otu0831,31,8,2008,2
Otu0832,31,8,2008,3
Otu0876,31,8,2008,2
Otu0881,31,8,2008,2
Otu0887,31,8,2008,3
Otu0898,31,8,2008,6
Otu0919,31,8,2008,6
Otu1003,31,8,2008,2
Otu1031,31,8,2008,19
Otu1064,31,8,2008,4
Otu1107,31,8,2008,2
Otu1176,31,8,2008,7
Otu1194,31,8,2008,168
Otu1211,31,8,2008,47
Otu1231,31,8,2008,4
Otu1250,31,8,2008,3
Otu1259,31,8,2008,3
Otu1332,31,8,2008,3
Otu1368,31,8,2008,2
Otu1380,31,8,2008,3
Otu1408,31,8,2008,6
Otu1411,31,8,2008,8
Otu1447,31,8,2008,5
Otu1472,31,8,2008,13
Otu1473,31,8,2008,6
Otu1478,31,8,2008,4
Otu1661,31,8,2008,61
Otu1673,31,8,2008,11
Otu1942,31,8,2008,2
Otu2171,31,8,2008,3
Otu2313,31,8,2008,3
Otu2419,31,8,2008,2
Otu2437,31,8,2008,6
Otu2479,31,8,2008,3
Otu2604,31,8,2008,2
Otu2695,31,8,2008,5
Otu3028,31,8,2008,16
Otu3168,31,8,2008,9
Otu3231,31,8,2008,2
Otu3305,31,8,2008,3
Otu3400,31,8,2008,3
Otu3524,31,8,2008,8
Otu3574,31,8,2008,3
Otu3767,31,8,2008,5
Otu3821,31,8,2008,10
Otu3879,31,8,2008,10
Otu3886,31,8,2008,2
Otu3964,31,8,2008,2
Otu4186,31,8,2008,2
Otu4203,31,8,2008,131
Otu4239,31,8,2008,2
Otu4616,31,8,2008,3
Otu5053,31,8,2008,2
Otu5128,31,8,2008,7
Otu5264,31,8,2008,3
Otu5278,31,8,2008,2
Otu5303,31,8,2008,3
Otu5338,31,8,2008,2
Otu5541,31,8,2008,2
Otu5640,31,8,2008,2
Otu5728,31,8,2008,2
Otu5844,31,8,2008,3
Otu6228,31,8,2008,3
Otu6240,31,8,2008,10
Otu0007,31,7,2007,4
Otu0008,31,7,2007,2
Otu0011,31,7,2007,5
Otu0014,31,7,2007,4
Otu0016,31,7,2007,3
Otu0019,31,7,2007,2
Otu0021,31,7,2007,11
Otu0029,31,7,2007,22
Otu0038,31,7,2007,2
Otu0042,31,7,2007,61
Otu0045,31,7,2007,156
Otu0053,31,7,2007,61
Otu0054,31,7,2007,11
Otu0055,31,7,2007,3
Otu0058,31,7,2007,15
Otu0059,31,7,2007,56
Otu0072,31,7,2007,3
Otu0075,31,7,2007,12
Otu0076,31,7,2007,49
Otu0080,31,7,2007,2
Otu0081,31,7,2007,310
Otu0097,31,7,2007,192
Otu0101,31,7,2007,2
Otu0105,31,7,2007,4
Otu0107,31,7,2007,4
Otu0115,31,7,2007,7
Otu0134,31,7,2007,7
Otu0136,31,7,2007,7
Otu0147,31,7,2007,17
Otu0154,31,7,2007,2
Otu0172,31,7,2007,9
Otu0179,31,7,2007,9
Otu0184,31,7,2007,2
Otu0189,31,7,2007,71
Otu0190,31,7,2007,2
Otu0198,31,7,2007,2
Otu0209,31,7,2007,10
Otu0215,31,7,2007,3
Otu0231,31,7,2007,21
Otu0237,31,7,2007,6
Otu0252,31,7,2007,5
Otu0257,31,7,2007,221
Otu0267,31,7,2007,6
Otu0282,31,7,2007,10
Otu0297,31,7,2007,22
Otu0307,31,7,2007,14
Otu0311,31,7,2007,2
Otu0331,31,7,2007,2
Otu0332,31,7,2007,37
Otu0338,31,7,2007,18
Otu0345,31,7,2007,4
Otu0361,31,7,2007,2
Otu0370,31,7,2007,29
Otu0391,31,7,2007,2
Otu0407,31,7,2007,2
Otu0432,31,7,2007,2
Otu0433,31,7,2007,5
Otu0456,31,7,2007,2
Otu0470,31,7,2007,61
Otu0489,31,7,2007,4
Otu0492,31,7,2007,6
Otu0495,31,7,2007,2
Otu0531,31,7,2007,3
Otu0535,31,7,2007,5
Otu0571,31,7,2007,3
Otu0678,31,7,2007,11
Otu0679,31,7,2007,3
Otu0685,31,7,2007,24
Otu0719,31,7,2007,5
Otu0752,31,7,2007,3
Otu0769,31,7,2007,2
Otu0772,31,7,2007,2
Otu0793,31,7,2007,3
Otu0813,31,7,2007,12
Otu0816,31,7,2007,4
Otu0832,31,7,2007,7
Otu0854,31,7,2007,3
Otu0871,31,7,2007,4
Otu0876,31,7,2007,7
Otu0887,31,7,2007,2
Otu0925,31,7,2007,2
Otu0941,31,7,2007,4
Otu1051,31,7,2007,2
Otu1112,31,7,2007,2
Otu1154,31,7,2007,3
Otu1176,31,7,2007,5
Otu1194,31,7,2007,104
Otu1211,31,7,2007,13
Otu1250,31,7,2007,2
Otu1251,31,7,2007,2
Otu1332,31,7,2007,4
Otu1368,31,7,2007,2
Otu1408,31,7,2007,3
Otu1472,31,7,2007,5
Otu1473,31,7,2007,2
Otu1590,31,7,2007,2
Otu1661,31,7,2007,253
Otu1673,31,7,2007,29
Otu1735,31,7,2007,2
Otu1862,31,7,2007,5
Otu2419,31,7,2007,2
Otu2517,31,7,2007,2
Otu2565,31,7,2007,8
Otu2592,31,7,2007,2
Otu2631,31,7,2007,7
Otu2873,31,7,2007,3
Otu3028,31,7,2007,8
Otu3168,31,7,2007,6
Otu3231,31,7,2007,3
Otu3305,31,7,2007,3
Otu3403,31,7,2007,3
Otu3524,31,7,2007,3
Otu3686,31,7,2007,6
Otu3767,31,7,2007,42
Otu3794,31,7,2007,3
Otu3821,31,7,2007,8
Otu3972,31,7,2007,9
Otu4203,31,7,2007,78
Otu5053,31,7,2007,2
Otu5162,31,7,2007,5
Otu5338,31,7,2007,2
Otu5390,31,7,2007,11
Otu5640,31,7,2007,3
Otu5844,31,7,2007,4
Otu5952,31,7,2007,2
Otu6059,31,7,2007,2
Otu6113,31,7,2007,2
Otu6138,31,7,2007,2
Otu6228,31,7,2007,2
Otu6247,31,7,2007,2
Otu0008,31,7,2007,2
Otu0011,31,7,2007,2
Otu0014,31,7,2007,3
Otu0015,31,7,2007,2
Otu0021,31,7,2007,10
Otu0029,31,7,2007,30
Otu0038,31,7,2007,3
Otu0042,31,7,2007,72
Otu0045,31,7,2007,160
Otu0053,31,7,2007,63
Otu0054,31,7,2007,14
Otu0055,31,7,2007,3
Otu0058,31,7,2007,12
Otu0059,31,7,2007,45
Otu0072,31,7,2007,6
Otu0074,31,7,2007,2
Otu0075,31,7,2007,17
Otu0076,31,7,2007,33
Otu0080,31,7,2007,2
Otu0081,31,7,2007,313
Otu0085,31,7,2007,2
Otu0096,31,7,2007,2
Otu0097,31,7,2007,239
Otu0105,31,7,2007,5
Otu0107,31,7,2007,3
Otu0115,31,7,2007,13
Otu0134,31,7,2007,7
Otu0136,31,7,2007,9
Otu0143,31,7,2007,2
Otu0144,31,7,2007,7
Otu0147,31,7,2007,12
Otu0167,31,7,2007,2
Otu0172,31,7,2007,7
Otu0179,31,7,2007,15
Otu0189,31,7,2007,59
Otu0196,31,7,2007,2
Otu0198,31,7,2007,4
Otu0209,31,7,2007,12
Otu0215,31,7,2007,4
Otu0216,31,7,2007,2
Otu0224,31,7,2007,3
Otu0231,31,7,2007,20
Otu0237,31,7,2007,6
Otu0252,31,7,2007,4
Otu0257,31,7,2007,202
Otu0267,31,7,2007,6
Otu0272,31,7,2007,7
Otu0282,31,7,2007,6
Otu0297,31,7,2007,18
Otu0298,31,7,2007,3
Otu0299,31,7,2007,2
Otu0305,31,7,2007,2
Otu0307,31,7,2007,11
Otu0332,31,7,2007,42
Otu0338,31,7,2007,21
Otu0345,31,7,2007,2
Otu0370,31,7,2007,20
Otu0390,31,7,2007,3
Otu0391,31,7,2007,2
Otu0394,31,7,2007,2
Otu0404,31,7,2007,2
Otu0407,31,7,2007,6
Otu0410,31,7,2007,2
Otu0433,31,7,2007,2
Otu0456,31,7,2007,5
Otu0470,31,7,2007,60
Otu0472,31,7,2007,2
Otu0489,31,7,2007,6
Otu0492,31,7,2007,4
Otu0495,31,7,2007,4
Otu0535,31,7,2007,3
Otu0606,31,7,2007,4
Otu0622,31,7,2007,6
Otu0678,31,7,2007,3
Otu0679,31,7,2007,2
Otu0685,31,7,2007,20
Otu0719,31,7,2007,5
Otu0752,31,7,2007,8
Otu0767,31,7,2007,2
Otu0769,31,7,2007,4
Otu0772,31,7,2007,2
Otu0813,31,7,2007,18
Otu0816,31,7,2007,5
Otu0831,31,7,2007,2
Otu0832,31,7,2007,6
Otu0876,31,7,2007,3
Otu0887,31,7,2007,3
Otu0925,31,7,2007,2
Otu0941,31,7,2007,6
Otu0979,31,7,2007,2
Otu1113,31,7,2007,2
Otu1154,31,7,2007,5
Otu1176,31,7,2007,7
Otu1194,31,7,2007,96
Otu1211,31,7,2007,14
Otu1250,31,7,2007,3
Otu1368,31,7,2007,3
Otu1383,31,7,2007,5
Otu1408,31,7,2007,5
Otu1472,31,7,2007,6
Otu1473,31,7,2007,3
Otu1590,31,7,2007,4
Otu1661,31,7,2007,254
Otu1673,31,7,2007,24
Otu1735,31,7,2007,2
Otu1833,31,7,2007,2
Otu1862,31,7,2007,6
Otu1977,31,7,2007,2
Otu2171,31,7,2007,5
Otu2301,31,7,2007,2
Otu2565,31,7,2007,10
Otu2631,31,7,2007,4
Otu3028,31,7,2007,12
Otu3168,31,7,2007,8
Otu3305,31,7,2007,3
Otu3403,31,7,2007,4
Otu3574,31,7,2007,4
Otu3686,31,7,2007,8
Otu3767,31,7,2007,39
Otu3821,31,7,2007,9
Otu3972,31,7,2007,3
Otu4203,31,7,2007,73
Otu4604,31,7,2007,3
Otu5162,31,7,2007,18
Otu5262,31,7,2007,2
Otu5390,31,7,2007,4
Otu5454,31,7,2007,3
Otu5640,31,7,2007,3
Otu5728,31,7,2007,2
Otu5843,31,7,2007,2
Otu6138,31,7,2007,2
Otu0003,31,5,2007,2
Otu0007,31,5,2007,2
Otu0015,31,5,2007,5
Otu0021,31,5,2007,18
Otu0029,31,5,2007,29
Otu0034,31,5,2007,2
Otu0038,31,5,2007,2
Otu0039,31,5,2007,4
Otu0042,31,5,2007,64
Otu0045,31,5,2007,110
Otu0053,31,5,2007,4
Otu0055,31,5,2007,7
Otu0059,31,5,2007,8
Otu0075,31,5,2007,21
Otu0076,31,5,2007,40
Otu0081,31,5,2007,236
Otu0097,31,5,2007,422
Otu0101,31,5,2007,2
Otu0105,31,5,2007,22
Otu0107,31,5,2007,7
Otu0115,31,5,2007,17
Otu0134,31,5,2007,2
Otu0141,31,5,2007,2
Otu0172,31,5,2007,2
Otu0181,31,5,2007,3
Otu0189,31,5,2007,25
Otu0190,31,5,2007,6
Otu0215,31,5,2007,2
Otu0231,31,5,2007,34
Otu0237,31,5,2007,6
Otu0252,31,5,2007,4
Otu0257,31,5,2007,229
Otu0273,31,5,2007,11
Otu0282,31,5,2007,3
Otu0297,31,5,2007,14
Otu0321,31,5,2007,2
Otu0338,31,5,2007,17
Otu0345,31,5,2007,2
Otu0370,31,5,2007,16
Otu0390,31,5,2007,15
Otu0425,31,5,2007,3
Otu0456,31,5,2007,2
Otu0470,31,5,2007,82
Otu0472,31,5,2007,7
Otu0492,31,5,2007,3
Otu0529,31,5,2007,2
Otu0535,31,5,2007,3
Otu0685,31,5,2007,9
Otu0719,31,5,2007,2
Otu0752,31,5,2007,7
Otu0772,31,5,2007,7
Otu0813,31,5,2007,29
Otu0831,31,5,2007,2
Otu0832,31,5,2007,3
Otu0900,31,5,2007,3
Otu0925,31,5,2007,2
Otu0941,31,5,2007,7
Otu1154,31,5,2007,2
Otu1162,31,5,2007,2
Otu1194,31,5,2007,84
Otu1211,31,5,2007,14
Otu1400,31,5,2007,2
Otu1408,31,5,2007,4
Otu1438,31,5,2007,4
Otu1467,31,5,2007,2
Otu1472,31,5,2007,5
Otu1473,31,5,2007,6
Otu1661,31,5,2007,598
Otu1673,31,5,2007,18
Otu1735,31,5,2007,4
Otu2517,31,5,2007,3
Otu3028,31,5,2007,11
Otu3168,31,5,2007,3
Otu3305,31,5,2007,4
Otu3402,31,5,2007,3
Otu3403,31,5,2007,2
Otu3524,31,5,2007,4
Otu3686,31,5,2007,4
Otu3767,31,5,2007,33
Otu3783,31,5,2007,2
Otu3821,31,5,2007,3
Otu4680,31,5,2007,4
Otu5162,31,5,2007,12
Otu5264,31,5,2007,2
Otu5640,31,5,2007,3
Otu5944,31,5,2007,7
Otu5952,31,5,2007,2
Otu0001,31,5,2007,2
Otu0002,31,5,2007,5
Otu0011,31,5,2007,2
Otu0019,31,5,2007,2
Otu0021,31,5,2007,14
Otu0029,31,5,2007,15
Otu0038,31,5,2007,4
Otu0042,31,5,2007,79
Otu0045,31,5,2007,125
Otu0053,31,5,2007,4
Otu0059,31,5,2007,6
Otu0075,31,5,2007,13
Otu0076,31,5,2007,57
Otu0081,31,5,2007,232
Otu0096,31,5,2007,2
Otu0097,31,5,2007,440
Otu0105,31,5,2007,13
Otu0107,31,5,2007,4
Otu0108,31,5,2007,5
Otu0115,31,5,2007,17
Otu0118,31,5,2007,4
Otu0134,31,5,2007,4
Otu0141,31,5,2007,2
Otu0172,31,5,2007,2
Otu0173,31,5,2007,2
Otu0184,31,5,2007,4
Otu0189,31,5,2007,22
Otu0190,31,5,2007,9
Otu0215,31,5,2007,2
Otu0231,31,5,2007,33
Otu0237,31,5,2007,13
Otu0252,31,5,2007,6
Otu0257,31,5,2007,193
Otu0267,31,5,2007,3
Otu0272,31,5,2007,2
Otu0273,31,5,2007,8
Otu0282,31,5,2007,7
Otu0297,31,5,2007,5
Otu0338,31,5,2007,15
Otu0370,31,5,2007,19
Otu0390,31,5,2007,16
Otu0407,31,5,2007,3
Otu0425,31,5,2007,3
Otu0456,31,5,2007,6
Otu0470,31,5,2007,74
Otu0472,31,5,2007,3
Otu0488,31,5,2007,3
Otu0492,31,5,2007,2
Otu0529,31,5,2007,5
Otu0535,31,5,2007,8
Otu0678,31,5,2007,6
Otu0679,31,5,2007,2
Otu0685,31,5,2007,9
Otu0752,31,5,2007,8
Otu0767,31,5,2007,4
Otu0769,31,5,2007,6
Otu0772,31,5,2007,6
Otu0813,31,5,2007,25
Otu0876,31,5,2007,3
Otu0925,31,5,2007,3
Otu0941,31,5,2007,7
Otu1051,31,5,2007,2
Otu1154,31,5,2007,2
Otu1194,31,5,2007,77
Otu1211,31,5,2007,12
Otu1390,31,5,2007,2
Otu1408,31,5,2007,7
Otu1438,31,5,2007,4
Otu1472,31,5,2007,5
Otu1473,31,5,2007,6
Otu1476,31,5,2007,2
Otu1661,31,5,2007,607
Otu1673,31,5,2007,19
Otu1905,31,5,2007,2
Otu2604,31,5,2007,2
Otu2631,31,5,2007,3
Otu3028,31,5,2007,14
Otu3305,31,5,2007,4
Otu3339,31,5,2007,4
Otu3402,31,5,2007,2
Otu3403,31,5,2007,3
Otu3524,31,5,2007,7
Otu3574,31,5,2007,3
Otu3686,31,5,2007,4
Otu3737,31,5,2007,2
Otu3767,31,5,2007,27
Otu3821,31,5,2007,2
Otu4680,31,5,2007,4
Otu5162,31,5,2007,19
Otu5338,31,5,2007,3
Otu5640,31,5,2007,4
Otu5649,31,5,2007,3
Otu5944,31,5,2007,10
Otu0001,3,7,2007,5
Otu0005,3,7,2007,23
Otu0034,3,7,2007,10
Otu0042,3,7,2007,14
Otu0053,3,7,2007,86
Otu0058,3,7,2007,3
Otu0060,3,7,2007,154
Otu0069,3,7,2007,2
Otu0070,3,7,2007,6
Otu0076,3,7,2007,127
Otu0079,3,7,2007,10
Otu0097,3,7,2007,319
Otu0098,3,7,2007,49
Otu0104,3,7,2007,11
Otu0105,3,7,2007,14
Otu0108,3,7,2007,2
Otu0120,3,7,2007,6
Otu0162,3,7,2007,2
Otu0171,3,7,2007,2
Otu0184,3,7,2007,144
Otu0189,3,7,2007,4
