OTU,Day,Month,Year,value
Otu4388,2,8,2007,3
Otu4482,2,8,2007,8
Otu4588,2,8,2007,4
Otu4724,2,8,2007,2
Otu4931,2,8,2007,2
Otu4968,2,8,2007,3
Otu4979,2,8,2007,8
Otu5018,2,8,2007,2
Otu5279,2,8,2007,2
Otu5390,2,8,2007,16
Otu5437,2,8,2007,2
Otu5851,2,8,2007,5
Otu0001,2,7,2007,11
Otu0005,2,7,2007,27
Otu0017,2,7,2007,5
Otu0021,2,7,2007,3
Otu0024,2,7,2007,47
Otu0028,2,7,2007,3
Otu0029,2,7,2007,2
Otu0042,2,7,2007,36
Otu0045,2,7,2007,16
Otu0053,2,7,2007,5
Otu0060,2,7,2007,101
Otu0069,2,7,2007,13
Otu0076,2,7,2007,61
Otu0081,2,7,2007,3
Otu0097,2,7,2007,354
Otu0105,2,7,2007,29
Otu0106,2,7,2007,6
Otu0107,2,7,2007,44
Otu0108,2,7,2007,15
Otu0109,2,7,2007,6
Otu0120,2,7,2007,12
Otu0130,2,7,2007,9
Otu0154,2,7,2007,2
Otu0160,2,7,2007,2
Otu0162,2,7,2007,11
Otu0179,2,7,2007,5
Otu0184,2,7,2007,275
Otu0189,2,7,2007,62
Otu0224,2,7,2007,2
Otu0230,2,7,2007,27
Otu0235,2,7,2007,2
Otu0252,2,7,2007,10
Otu0281,2,7,2007,3
Otu0297,2,7,2007,4
Otu0315,2,7,2007,2
Otu0322,2,7,2007,100
Otu0347,2,7,2007,3
Otu0366,2,7,2007,2
Otu0394,2,7,2007,7
Otu0396,2,7,2007,6
Otu0407,2,7,2007,2
Otu0423,2,7,2007,2
Otu0430,2,7,2007,2
Otu0443,2,7,2007,2
Otu0444,2,7,2007,2
Otu0472,2,7,2007,59
Otu0477,2,7,2007,2
Otu0489,2,7,2007,2
Otu0498,2,7,2007,12
Otu0522,2,7,2007,14
Otu0535,2,7,2007,3
Otu0544,2,7,2007,9
Otu0551,2,7,2007,2
Otu0606,2,7,2007,5
Otu0640,2,7,2007,4
Otu0683,2,7,2007,3
Otu0684,2,7,2007,2
Otu0687,2,7,2007,30
Otu0735,2,7,2007,89
Otu0739,2,7,2007,23
Otu0800,2,7,2007,434
Otu0813,2,7,2007,64
Otu0860,2,7,2007,8
Otu0922,2,7,2007,25
Otu1018,2,7,2007,9
Otu1031,2,7,2007,29
Otu1107,2,7,2007,2
Otu1188,2,7,2007,3
Otu1206,2,7,2007,3
Otu1208,2,7,2007,2
Otu1220,2,7,2007,3
Otu1221,2,7,2007,2
Otu1259,2,7,2007,17
Otu1411,2,7,2007,9
Otu1415,2,7,2007,6
Otu1416,2,7,2007,3
Otu1447,2,7,2007,3
Otu1486,2,7,2007,5
Otu1590,2,7,2007,2
Otu1748,2,7,2007,15
Otu1854,2,7,2007,2
Otu1891,2,7,2007,2
Otu2545,2,7,2007,2
Otu2841,2,7,2007,4
Otu2890,2,7,2007,2
Otu3032,2,7,2007,2
Otu3305,2,7,2007,97
Otu3575,2,7,2007,2
Otu3617,2,7,2007,2
Otu3799,2,7,2007,5
Otu3903,2,7,2007,4
Otu3973,2,7,2007,7
Otu4098,2,7,2007,2
Otu4099,2,7,2007,3
Otu4460,2,7,2007,2
Otu4605,2,7,2007,5
Otu4656,2,7,2007,2
Otu4686,2,7,2007,2
Otu5204,2,7,2007,3
Otu5243,2,7,2007,3
Otu5328,2,7,2007,3
Otu5490,2,7,2007,3
Otu5491,2,7,2007,2
Otu5571,2,7,2007,2
Otu5674,2,7,2007,2
Otu5834,2,7,2007,6
Otu5851,2,7,2007,2
Otu5904,2,7,2007,2
Otu5923,2,7,2007,2
Otu5926,2,7,2007,2
Otu0001,2,7,2007,10
Otu0005,2,7,2007,34
Otu0014,2,7,2007,2
Otu0017,2,7,2007,3
Otu0021,2,7,2007,2
Otu0024,2,7,2007,49
Otu0029,2,7,2007,5
Otu0042,2,7,2007,50
Otu0045,2,7,2007,8
Otu0053,2,7,2007,6
Otu0060,2,7,2007,93
Otu0069,2,7,2007,4
Otu0074,2,7,2007,2
Otu0076,2,7,2007,61
Otu0081,2,7,2007,5
Otu0097,2,7,2007,377
Otu0103,2,7,2007,5
Otu0105,2,7,2007,25
Otu0107,2,7,2007,63
Otu0108,2,7,2007,17
Otu0109,2,7,2007,6
Otu0120,2,7,2007,11
Otu0130,2,7,2007,9
Otu0160,2,7,2007,4
Otu0162,2,7,2007,15
Otu0179,2,7,2007,4
Otu0184,2,7,2007,293
Otu0189,2,7,2007,64
Otu0197,2,7,2007,4
Otu0202,2,7,2007,2
Otu0224,2,7,2007,5
Otu0230,2,7,2007,25
Otu0235,2,7,2007,2
Otu0240,2,7,2007,2
Otu0252,2,7,2007,13
Otu0290,2,7,2007,4
Otu0307,2,7,2007,2
Otu0322,2,7,2007,115
Otu0337,2,7,2007,2
Otu0347,2,7,2007,3
Otu0394,2,7,2007,6
Otu0396,2,7,2007,7
Otu0407,2,7,2007,2
Otu0423,2,7,2007,2
Otu0472,2,7,2007,64
Otu0498,2,7,2007,22
Otu0517,2,7,2007,4
Otu0522,2,7,2007,16
Otu0535,2,7,2007,3
Otu0544,2,7,2007,10
Otu0551,2,7,2007,4
Otu0606,2,7,2007,4
Otu0626,2,7,2007,4
Otu0640,2,7,2007,5
Otu0684,2,7,2007,2
Otu0687,2,7,2007,38
Otu0735,2,7,2007,78
Otu0739,2,7,2007,19
Otu0800,2,7,2007,409
Otu0813,2,7,2007,47
Otu0860,2,7,2007,9
Otu0904,2,7,2007,3
Otu0922,2,7,2007,36
Otu1018,2,7,2007,6
Otu1031,2,7,2007,39
Otu1162,2,7,2007,2
Otu1206,2,7,2007,2
Otu1208,2,7,2007,2
Otu1238,2,7,2007,5
Otu1259,2,7,2007,16
Otu1327,2,7,2007,2
Otu1365,2,7,2007,2
Otu1411,2,7,2007,14
Otu1415,2,7,2007,5
Otu1486,2,7,2007,2
Otu1748,2,7,2007,16
Otu1854,2,7,2007,3
Otu2164,2,7,2007,2
Otu2220,2,7,2007,3
Otu2841,2,7,2007,6
Otu2898,2,7,2007,3
Otu3305,2,7,2007,83
Otu3343,2,7,2007,2
Otu3617,2,7,2007,5
Otu3778,2,7,2007,2
Otu3799,2,7,2007,9
Otu3903,2,7,2007,4
Otu3973,2,7,2007,2
Otu4098,2,7,2007,2
Otu4539,2,7,2007,3
Otu4605,2,7,2007,4
Otu4890,2,7,2007,2
Otu4911,2,7,2007,3
Otu4968,2,7,2007,3
Otu5020,2,7,2007,5
Otu5044,2,7,2007,3
Otu5204,2,7,2007,3
Otu5243,2,7,2007,2
Otu5259,2,7,2007,3
Otu5274,2,7,2007,2
Otu5328,2,7,2007,4
Otu5490,2,7,2007,3
Otu5571,2,7,2007,2
Otu5674,2,7,2007,2
Otu5834,2,7,2007,4
Otu5851,2,7,2007,2
Otu6012,2,7,2007,2
Otu6148,2,7,2007,3
Otu6201,2,7,2007,2
Otu0001,2,10,2007,124
Otu0005,2,10,2007,102
Otu0018,2,10,2007,4
Otu0028,2,10,2007,7
Otu0042,2,10,2007,26
Otu0044,2,10,2007,3
Otu0053,2,10,2007,6
Otu0060,2,10,2007,250
Otu0069,2,10,2007,9
Otu0073,2,10,2007,14
Otu0076,2,10,2007,69
Otu0097,2,10,2007,431
Otu0105,2,10,2007,10
Otu0107,2,10,2007,3
Otu0108,2,10,2007,77
Otu0109,2,10,2007,7
Otu0139,2,10,2007,2
Otu0160,2,10,2007,5
Otu0184,2,10,2007,299
Otu0189,2,10,2007,19
Otu0195,2,10,2007,2
Otu0213,2,10,2007,6
Otu0224,2,10,2007,3
Otu0230,2,10,2007,3
Otu0252,2,10,2007,5
Otu0297,2,10,2007,68
Otu0307,2,10,2007,23
Otu0315,2,10,2007,2
Otu0322,2,10,2007,5
Otu0385,2,10,2007,50
Otu0410,2,10,2007,11
Otu0444,2,10,2007,10
Otu0455,2,10,2007,2
Otu0472,2,10,2007,145
Otu0479,2,10,2007,3
Otu0486,2,10,2007,2
Otu0498,2,10,2007,2
Otu0517,2,10,2007,5
Otu0522,2,10,2007,8
Otu0537,2,10,2007,15
Otu0538,2,10,2007,3
Otu0599,2,10,2007,19
Otu0606,2,10,2007,71
Otu0615,2,10,2007,2
Otu0640,2,10,2007,18
Otu0687,2,10,2007,10
Otu0735,2,10,2007,36
Otu0739,2,10,2007,67
Otu0813,2,10,2007,21
Otu0961,2,10,2007,2
Otu1018,2,10,2007,12
Otu1096,2,10,2007,2
Otu1122,2,10,2007,2
Otu1168,2,10,2007,2
Otu1221,2,10,2007,16
Otu1258,2,10,2007,2
Otu1397,2,10,2007,4
Otu1415,2,10,2007,7
Otu1465,2,10,2007,2
Otu1663,2,10,2007,2
Otu1680,2,10,2007,4
Otu1733,2,10,2007,4
Otu1748,2,10,2007,33
Otu1947,2,10,2007,2
Otu1980,2,10,2007,3
Otu1999,2,10,2007,8
Otu2139,2,10,2007,14
Otu2206,2,10,2007,2
Otu2245,2,10,2007,2
Otu2451,2,10,2007,2
Otu2546,2,10,2007,13
Otu2659,2,10,2007,2
Otu2760,2,10,2007,2
Otu2763,2,10,2007,2
Otu3263,2,10,2007,5
Otu3305,2,10,2007,22
Otu3769,2,10,2007,2
Otu3799,2,10,2007,13
Otu3903,2,10,2007,2
Otu4027,2,10,2007,3
Otu4195,2,10,2007,2
Otu4369,2,10,2007,2
Otu4533,2,10,2007,4
Otu4642,2,10,2007,4
Otu4686,2,10,2007,2
Otu4924,2,10,2007,3
Otu5144,2,10,2007,2
Otu5288,2,10,2007,7
Otu5291,2,10,2007,2
Otu5292,2,10,2007,2
Otu5405,2,10,2007,5
Otu5409,2,10,2007,2
Otu5492,2,10,2007,2
Otu5565,2,10,2007,2
Otu5661,2,10,2007,2
Otu5771,2,10,2007,9
Otu5783,2,10,2007,7
Otu5851,2,10,2007,74
Otu6166,2,10,2007,3
Otu6274,2,10,2007,8
Otu0001,2,10,2007,110
Otu0005,2,10,2007,127
Otu0028,2,10,2007,2
Otu0041,2,10,2007,3
Otu0042,2,10,2007,22
Otu0044,2,10,2007,5
Otu0053,2,10,2007,4
Otu0060,2,10,2007,240
Otu0061,2,10,2007,2
Otu0069,2,10,2007,10
Otu0070,2,10,2007,3
Otu0073,2,10,2007,13
Otu0076,2,10,2007,92
Otu0097,2,10,2007,430
Otu0101,2,10,2007,2
Otu0105,2,10,2007,6
Otu0107,2,10,2007,3
Otu0108,2,10,2007,62
Otu0109,2,10,2007,3
Otu0160,2,10,2007,3
Otu0184,2,10,2007,288
Otu0189,2,10,2007,24
Otu0213,2,10,2007,7
Otu0224,2,10,2007,6
Otu0252,2,10,2007,3
Otu0297,2,10,2007,50
Otu0307,2,10,2007,27
Otu0322,2,10,2007,14
Otu0385,2,10,2007,51
Otu0410,2,10,2007,7
Otu0444,2,10,2007,4
Otu0472,2,10,2007,142
Otu0486,2,10,2007,2
Otu0498,2,10,2007,4
Otu0517,2,10,2007,3
Otu0520,2,10,2007,4
Otu0522,2,10,2007,7
Otu0537,2,10,2007,20
Otu0553,2,10,2007,2
Otu0579,2,10,2007,2
Otu0599,2,10,2007,20
Otu0606,2,10,2007,77
Otu0640,2,10,2007,17
Otu0687,2,10,2007,20
Otu0735,2,10,2007,42
Otu0739,2,10,2007,56
Otu0813,2,10,2007,27
Otu1018,2,10,2007,14
Otu1168,2,10,2007,2
Otu1221,2,10,2007,21
Otu1397,2,10,2007,3
Otu1415,2,10,2007,6
Otu1465,2,10,2007,2
Otu1680,2,10,2007,7
Otu1733,2,10,2007,9
Otu1748,2,10,2007,33
Otu1961,2,10,2007,3
Otu1980,2,10,2007,2
Otu1999,2,10,2007,4
Otu2139,2,10,2007,11
Otu2546,2,10,2007,16
Otu3305,2,10,2007,31
Otu3572,2,10,2007,2
Otu3782,2,10,2007,2
Otu3799,2,10,2007,23
Otu3816,2,10,2007,3
Otu3826,2,10,2007,2
Otu3903,2,10,2007,4
Otu4027,2,10,2007,4
Otu4098,2,10,2007,3
Otu4519,2,10,2007,2
Otu4533,2,10,2007,6
Otu4686,2,10,2007,3
Otu4924,2,10,2007,3
Otu5002,2,10,2007,2
Otu5096,2,10,2007,2
Otu5204,2,10,2007,3
Otu5288,2,10,2007,10
Otu5405,2,10,2007,5
Otu5554,2,10,2007,2
Otu5565,2,10,2007,3
Otu5741,2,10,2007,2
Otu5771,2,10,2007,10
Otu5783,2,10,2007,8
Otu5851,2,10,2007,73
Otu6166,2,10,2007,2
Otu6274,2,10,2007,5
Otu6290,2,10,2007,5
Otu0001,5,7,2007,18
Otu0005,5,7,2007,19
Otu0018,5,7,2007,2
Otu0024,5,7,2007,27
Otu0042,5,7,2007,93
Otu0045,5,7,2007,13
Otu0053,5,7,2007,5
Otu0060,5,7,2007,131
Otu0069,5,7,2007,4
Otu0076,5,7,2007,117
Otu0081,5,7,2007,5
Otu0097,5,7,2007,287
Otu0101,5,7,2007,3
Otu0105,5,7,2007,22
Otu0106,5,7,2007,2
Otu0107,5,7,2007,5
Otu0108,5,7,2007,9
Otu0109,5,7,2007,10
Otu0120,5,7,2007,4
Otu0130,5,7,2007,11
Otu0160,5,7,2007,10
Otu0184,5,7,2007,286
Otu0189,5,7,2007,98
Otu0197,5,7,2007,2
Otu0209,5,7,2007,10
Otu0224,5,7,2007,5
Otu0230,5,7,2007,24
Otu0252,5,7,2007,9
Otu0281,5,7,2007,2
Otu0294,5,7,2007,2
Otu0297,5,7,2007,11
Otu0315,5,7,2007,4
Otu0322,5,7,2007,140
Otu0394,5,7,2007,16
Otu0407,5,7,2007,4
Otu0444,5,7,2007,2
Otu0472,5,7,2007,92
Otu0498,5,7,2007,53
Otu0522,5,7,2007,17
Otu0535,5,7,2007,11
Otu0544,5,7,2007,53
Otu0568,5,7,2007,2
Otu0585,5,7,2007,4
Otu0596,5,7,2007,2
Otu0606,5,7,2007,6
Otu0640,5,7,2007,4
Otu0687,5,7,2007,20
Otu0701,5,7,2007,2
Otu0735,5,7,2007,26
Otu0739,5,7,2007,23
Otu0795,5,7,2007,5
Otu0800,5,7,2007,229
Otu0813,5,7,2007,41
Otu0822,5,7,2007,2
Otu0922,5,7,2007,28
Otu1031,5,7,2007,101
Otu1116,5,7,2007,2
Otu1135,5,7,2007,2
Otu1168,5,7,2007,2
Otu1221,5,7,2007,2
Otu1259,5,7,2007,124
Otu1327,5,7,2007,2
Otu1397,5,7,2007,2
Otu1411,5,7,2007,16
Otu1415,5,7,2007,2
Otu1486,5,7,2007,3
Otu1695,5,7,2007,2
Otu1748,5,7,2007,6
Otu2841,5,7,2007,6
Otu2898,5,7,2007,3
Otu3305,5,7,2007,75
Otu3343,5,7,2007,2
Otu3402,5,7,2007,3
Otu3617,5,7,2007,4
Otu3799,5,7,2007,7
Otu3903,5,7,2007,6
Otu4195,5,7,2007,2
Otu4249,5,7,2007,4
Otu4539,5,7,2007,2
Otu4605,5,7,2007,9
Otu4686,5,7,2007,2
Otu4736,5,7,2007,3
Otu5020,5,7,2007,3
Otu5204,5,7,2007,4
Otu5328,5,7,2007,2
Otu5565,5,7,2007,3
Otu5834,5,7,2007,2
Otu5851,5,7,2007,4
Otu0001,5,7,2007,24
Otu0005,5,7,2007,33
Otu0017,5,7,2007,2
Otu0021,5,7,2007,2
Otu0024,5,7,2007,35
Otu0042,5,7,2007,82
Otu0045,5,7,2007,15
Otu0053,5,7,2007,4
Otu0060,5,7,2007,118
Otu0069,5,7,2007,6
Otu0076,5,7,2007,136
Otu0081,5,7,2007,4
Otu0097,5,7,2007,290
Otu0105,5,7,2007,10
Otu0107,5,7,2007,6
Otu0108,5,7,2007,9
Otu0109,5,7,2007,6
Otu0120,5,7,2007,2
Otu0130,5,7,2007,13
Otu0160,5,7,2007,11
Otu0179,5,7,2007,4
Otu0184,5,7,2007,321
Otu0189,5,7,2007,116
Otu0209,5,7,2007,5
Otu0224,5,7,2007,10
Otu0230,5,7,2007,32
Otu0241,5,7,2007,2
Otu0252,5,7,2007,6
Otu0297,5,7,2007,8
Otu0315,5,7,2007,2
Otu0322,5,7,2007,129
Otu0385,5,7,2007,2
Otu0394,5,7,2007,13
Otu0444,5,7,2007,5
Otu0472,5,7,2007,85
Otu0498,5,7,2007,39
Otu0522,5,7,2007,21
Otu0535,5,7,2007,13
Otu0544,5,7,2007,43
Otu0585,5,7,2007,2
Otu0606,5,7,2007,10
Otu0640,5,7,2007,5
Otu0678,5,7,2007,3
Otu0684,5,7,2007,2
Otu0687,5,7,2007,25
Otu0723,5,7,2007,2
Otu0726,5,7,2007,3
Otu0735,5,7,2007,31
Otu0739,5,7,2007,26
Otu0795,5,7,2007,7
Otu0800,5,7,2007,191
Otu0810,5,7,2007,2
Otu0813,5,7,2007,39
Otu0922,5,7,2007,19
Otu0962,5,7,2007,2
Otu1031,5,7,2007,105
Otu1221,5,7,2007,5
Otu1259,5,7,2007,97
Otu1411,5,7,2007,24
Otu1415,5,7,2007,2
Otu1416,5,7,2007,2
Otu1475,5,7,2007,3
Otu1486,5,7,2007,5
Otu1502,5,7,2007,2
Otu1695,5,7,2007,2
Otu1733,5,7,2007,2
Otu1748,5,7,2007,5
Otu2154,5,7,2007,2
Otu2733,5,7,2007,2
Otu2841,5,7,2007,8
Otu2892,5,7,2007,2
Otu3000,5,7,2007,4
Otu3305,5,7,2007,81
Otu3343,5,7,2007,3
Otu3345,5,7,2007,2
Otu3402,5,7,2007,2
Otu3617,5,7,2007,5
Otu3673,5,7,2007,3
Otu3799,5,7,2007,7
Otu3903,5,7,2007,3
Otu4098,5,7,2007,2
Otu4195,5,7,2007,2
Otu4518,5,7,2007,2
Otu4539,5,7,2007,2
Otu4548,5,7,2007,2
Otu4605,5,7,2007,13
Otu4736,5,7,2007,3
Otu4901,5,7,2007,2
Otu4968,5,7,2007,2
Otu4989,5,7,2007,2
Otu5020,5,7,2007,5
Otu5204,5,7,2007,2
Otu5243,5,7,2007,2
Otu5328,5,7,2007,2
Otu5834,5,7,2007,5
Otu5851,5,7,2007,3
Otu5945,5,7,2007,2
Otu0001,5,6,2007,147
Otu0002,5,6,2007,4
Otu0005,5,6,2007,21
Otu0009,5,6,2007,2
Otu0029,5,6,2007,3
Otu0042,5,6,2007,115
Otu0045,5,6,2007,178
Otu0053,5,6,2007,8
Otu0060,5,6,2007,205
Otu0070,5,6,2007,2
Otu0072,5,6,2007,5
Otu0073,5,6,2007,8
Otu0074,5,6,2007,3
Otu0076,5,6,2007,247
Otu0097,5,6,2007,309
Otu0105,5,6,2007,10
Otu0107,5,6,2007,3
Otu0108,5,6,2007,53
Otu0109,5,6,2007,2
Otu0167,5,6,2007,2
Otu0182,5,6,2007,2
Otu0184,5,6,2007,405
Otu0189,5,6,2007,60
Otu0190,5,6,2007,6
Otu0224,5,6,2007,2
Otu0230,5,6,2007,24
Otu0233,5,6,2007,4
Otu0234,5,6,2007,6
Otu0238,5,6,2007,3
Otu0244,5,6,2007,4
Otu0252,5,6,2007,2
Otu0273,5,6,2007,6
Otu0290,5,6,2007,2
Otu0297,5,6,2007,3
Otu0307,5,6,2007,10
Otu0308,5,6,2007,2
Otu0324,5,6,2007,2
Otu0331,5,6,2007,2
Otu0338,5,6,2007,3
Otu0353,5,6,2007,2
Otu0366,5,6,2007,9
Otu0385,5,6,2007,5
Otu0407,5,6,2007,4
Otu0468,5,6,2007,4
Otu0472,5,6,2007,65
Otu0494,5,6,2007,3
Otu0498,5,6,2007,28
Otu0522,5,6,2007,10
Otu0544,5,6,2007,6
Otu0557,5,6,2007,3
Otu0606,5,6,2007,9
Otu0684,5,6,2007,2
Otu0687,5,6,2007,2
Otu0735,5,6,2007,14
Otu0739,5,6,2007,23
Otu0795,5,6,2007,41
Otu0813,5,6,2007,56
Otu1031,5,6,2007,37
Otu1238,5,6,2007,2
Otu1259,5,6,2007,5
Otu1364,5,6,2007,6
Otu1415,5,6,2007,4
Otu1554,5,6,2007,2
Otu1680,5,6,2007,3
Otu1841,5,6,2007,2
Otu1999,5,6,2007,13
Otu2460,5,6,2007,2
Otu2835,5,6,2007,3
Otu2877,5,6,2007,2
Otu2983,5,6,2007,13
Otu3302,5,6,2007,2
Otu3305,5,6,2007,81
Otu3617,5,6,2007,2
Otu3799,5,6,2007,4
Otu4055,5,6,2007,3
Otu4091,5,6,2007,2
Otu4128,5,6,2007,7
Otu4195,5,6,2007,10
Otu4399,5,6,2007,2
Otu4909,5,6,2007,2
Otu4979,5,6,2007,2
Otu5042,5,6,2007,3
Otu5058,5,6,2007,2
Otu5565,5,6,2007,3
Otu5851,5,6,2007,51
Otu5895,5,6,2007,4
Otu5945,5,6,2007,4
Otu5950,5,6,2007,5
Otu6166,5,6,2007,4
Otu6286,5,6,2007,2
Otu0001,5,6,2007,118
Otu0005,5,6,2007,17
Otu0009,5,6,2007,2
Otu0029,5,6,2007,2
Otu0042,5,6,2007,104
Otu0045,5,6,2007,176
Otu0053,5,6,2007,3
Otu0060,5,6,2007,207
Otu0070,5,6,2007,2
Otu0072,5,6,2007,5
Otu0073,5,6,2007,12
Otu0074,5,6,2007,2
Otu0076,5,6,2007,284
Otu0081,5,6,2007,2
Otu0097,5,6,2007,339
Otu0103,5,6,2007,2
Otu0105,5,6,2007,10
Otu0107,5,6,2007,5
Otu0108,5,6,2007,37
Otu0131,5,6,2007,3
Otu0151,5,6,2007,2
Otu0180,5,6,2007,3
Otu0184,5,6,2007,412
Otu0189,5,6,2007,69
Otu0190,5,6,2007,8
Otu0197,5,6,2007,5
Otu0223,5,6,2007,2
Otu0224,5,6,2007,2
Otu0230,5,6,2007,35
Otu0244,5,6,2007,3
Otu0252,5,6,2007,3
Otu0273,5,6,2007,2
Otu0290,5,6,2007,2
Otu0297,5,6,2007,4
Otu0305,5,6,2007,2
Otu0307,5,6,2007,4
Otu0338,5,6,2007,2
Otu0353,5,6,2007,2
Otu0366,5,6,2007,8
Otu0385,5,6,2007,5
Otu0390,5,6,2007,3
Otu0407,5,6,2007,5
Otu0423,5,6,2007,2
Otu0468,5,6,2007,3
Otu0472,5,6,2007,48
Otu0484,5,6,2007,4
Otu0498,5,6,2007,35
Otu0522,5,6,2007,11
Otu0535,5,6,2007,3
Otu0537,5,6,2007,2
Otu0544,5,6,2007,7
Otu0557,5,6,2007,3
Otu0578,5,6,2007,2
Otu0585,5,6,2007,3
Otu0606,5,6,2007,6
Otu0687,5,6,2007,3
Otu0726,5,6,2007,2
Otu0735,5,6,2007,13
Otu0739,5,6,2007,27
Otu0795,5,6,2007,42
Otu0813,5,6,2007,56
Otu1031,5,6,2007,44
Otu1176,5,6,2007,2
Otu1259,5,6,2007,11
Otu1364,5,6,2007,9
Otu1372,5,6,2007,2
Otu1415,5,6,2007,5
Otu1680,5,6,2007,3
Otu1841,5,6,2007,3
Otu1999,5,6,2007,3
Otu2983,5,6,2007,9
Otu3305,5,6,2007,92
Otu3592,5,6,2007,2
Otu3617,5,6,2007,2
Otu3799,5,6,2007,7
Otu3927,5,6,2007,2
Otu4027,5,6,2007,3
Otu4073,5,6,2007,2
Otu4098,5,6,2007,2
Otu4128,5,6,2007,3
Otu4195,5,6,2007,9
Otu4647,5,6,2007,2
Otu5042,5,6,2007,2
Otu5162,5,6,2007,2
Otu5204,5,6,2007,3
Otu5851,5,6,2007,56
Otu5895,5,6,2007,4
Otu5945,5,6,2007,2
Otu5950,5,6,2007,2
Otu6011,5,6,2007,2
Otu6166,5,6,2007,4
Otu0001,6,8,2007,90
Otu0005,6,8,2007,13
Otu0030,6,8,2007,11
Otu0031,6,8,2007,3
Otu0041,6,8,2007,7
Otu0042,6,8,2007,3
Otu0052,6,8,2007,6
Otu0053,6,8,2007,3
Otu0060,6,8,2007,399
Otu0069,6,8,2007,25
Otu0076,6,8,2007,69
Otu0097,6,8,2007,532
Otu0100,6,8,2007,2
Otu0105,6,8,2007,19
Otu0107,6,8,2007,8
Otu0108,6,8,2007,36
Otu0109,6,8,2007,9
Otu0139,6,8,2007,2
Otu0160,6,8,2007,6
Otu0162,6,8,2007,2
Otu0179,6,8,2007,4
Otu0184,6,8,2007,195
Otu0189,6,8,2007,101
Otu0209,6,8,2007,3
Otu0224,6,8,2007,6
Otu0230,6,8,2007,35
Otu0234,6,8,2007,4
Otu0252,6,8,2007,5
Otu0265,6,8,2007,3
Otu0267,6,8,2007,2
Otu0281,6,8,2007,2
Otu0297,6,8,2007,12
Otu0307,6,8,2007,8
Otu0338,6,8,2007,11
Otu0372,6,8,2007,4
Otu0394,6,8,2007,2
Otu0443,6,8,2007,8
Otu0472,6,8,2007,168
Otu0479,6,8,2007,5
Otu0498,6,8,2007,17
Otu0517,6,8,2007,7
Otu0522,6,8,2007,14
Otu0537,6,8,2007,13
Otu0538,6,8,2007,2
Otu0555,6,8,2007,2
Otu0579,6,8,2007,3
Otu0601,6,8,2007,9
Otu0606,6,8,2007,24
Otu0640,6,8,2007,24
Otu0653,6,8,2007,2
Otu0687,6,8,2007,117
Otu0735,6,8,2007,19
Otu0739,6,8,2007,14
Otu0795,6,8,2007,5
Otu0813,6,8,2007,24
Otu0860,6,8,2007,2
Otu0905,6,8,2007,2
Otu1075,6,8,2007,2
Otu1168,6,8,2007,2
Otu1208,6,8,2007,2
Otu1221,6,8,2007,2
Otu1259,6,8,2007,25
Otu1295,6,8,2007,3
Otu1334,6,8,2007,2
Otu1397,6,8,2007,12
Otu1411,6,8,2007,2
Otu1413,6,8,2007,2
Otu1415,6,8,2007,5
Otu1680,6,8,2007,2
Otu1748,6,8,2007,16
Otu1915,6,8,2007,3
Otu2242,6,8,2007,2
Otu2440,6,8,2007,2
Otu2638,6,8,2007,14
Otu3000,6,8,2007,4
Otu3125,6,8,2007,4
Otu3305,6,8,2007,53
Otu3437,6,8,2007,2
Otu3617,6,8,2007,2
Otu3658,6,8,2007,4
Otu3799,6,8,2007,27
Otu4027,6,8,2007,3
Otu4232,6,8,2007,2
Otu4281,6,8,2007,2
Otu4488,6,8,2007,2
Otu4605,6,8,2007,19
Otu4979,6,8,2007,2
Otu5042,6,8,2007,3
Otu5490,6,8,2007,2
Otu5565,6,8,2007,2
Otu5762,6,8,2007,7
Otu5771,6,8,2007,20
Otu5851,6,8,2007,39
Otu5854,6,8,2007,2
Otu6053,6,8,2007,3
Otu6274,6,8,2007,4
Otu6277,6,8,2007,3
Otu0001,6,8,2007,89
Otu0005,6,8,2007,16
Otu0021,6,8,2007,2
Otu0030,6,8,2007,10
Otu0041,6,8,2007,8
Otu0042,6,8,2007,3
Otu0052,6,8,2007,9
Otu0060,6,8,2007,411
Otu0069,6,8,2007,26
Otu0073,6,8,2007,3
Otu0076,6,8,2007,59
Otu0097,6,8,2007,576
Otu0105,6,8,2007,18
Otu0107,6,8,2007,14
Otu0108,6,8,2007,33
Otu0109,6,8,2007,8
Otu0136,6,8,2007,2
Otu0151,6,8,2007,2
Otu0160,6,8,2007,7
Otu0179,6,8,2007,10
Otu0184,6,8,2007,188
Otu0189,6,8,2007,90
Otu0209,6,8,2007,2
Otu0224,6,8,2007,2
Otu0230,6,8,2007,24
Otu0234,6,8,2007,3
Otu0249,6,8,2007,2
Otu0252,6,8,2007,3
Otu0265,6,8,2007,2
Otu0297,6,8,2007,13
Otu0307,6,8,2007,9
Otu0324,6,8,2007,2
Otu0336,6,8,2007,2
Otu0338,6,8,2007,2
Otu0372,6,8,2007,3
Otu0405,6,8,2007,2
Otu0443,6,8,2007,6
Otu0468,6,8,2007,2
Otu0472,6,8,2007,156
Otu0479,6,8,2007,2
Otu0498,6,8,2007,18
Otu0517,6,8,2007,9
Otu0522,6,8,2007,6
Otu0537,6,8,2007,20
Otu0538,6,8,2007,2
Otu0551,6,8,2007,3
Otu0555,6,8,2007,2
Otu0567,6,8,2007,2
Otu0579,6,8,2007,4
Otu0601,6,8,2007,14
